1101 Eucaliptos Norte - SoilR40 A 10 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 20 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 30 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 40 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 50 cm #1101[%],,1101 Eucaliptos Norte - SoilR40 A 60 cm #1101[%],
2020-09-15 04:18:24.0,16.44,2020-09-15 05:48:44.0,10.59,2020-09-15 05:48:44.0,10.71,2020-09-15 05:48:44.0,9.79,2020-09-15 00:48:08.0,10.65,2020-09-15 05:48:44.0,11.01
2020-09-15 04:48:24.0,16.44,2020-09-15 06:18:44.0,10.6,2020-09-15 06:18:44.0,10.72,2020-09-15 06:18:44.0,9.79,2020-09-15 01:18:08.0,10.65,2020-09-15 06:18:44.0,11.01
2020-09-15 05:18:44.0,16.45,2020-09-15 06:48:44.0,10.61,2020-09-15 06:48:44.0,10.72,2020-09-15 06:48:44.0,9.8,2020-09-15 01:48:08.0,10.65,2020-09-15 06:48:44.0,11.02
2020-09-15 05:48:44.0,16.46,2020-09-15 07:18:44.0,10.61,2020-09-15 07:18:44.0,10.73,2020-09-15 07:18:44.0,9.8,2020-09-15 02:18:24.0,10.66,2020-09-15 07:18:44.0,11.02
2020-09-15 06:18:44.0,16.44,2020-09-15 07:48:44.0,10.62,2020-09-15 07:48:44.0,10.74,2020-09-15 07:48:44.0,9.8,2020-09-15 02:48:24.0,10.66,2020-09-15 07:48:44.0,11.02
2020-09-15 06:48:44.0,16.44,2020-09-15 08:19:02.0,10.62,2020-09-15 08:19:02.0,10.75,2020-09-15 08:19:02.0,9.81,2020-09-15 03:18:24.0,10.66,2020-09-15 08:19:02.0,11.02
2020-09-15 07:18:44.0,16.44,2020-09-15 08:49:02.0,10.62,2020-09-15 08:49:02.0,10.76,2020-09-15 08:49:02.0,9.81,2020-09-15 03:48:24.0,10.67,2020-09-15 08:49:02.0,11.03
2020-09-15 07:48:44.0,16.42,2020-09-15 09:19:02.0,10.62,2020-09-15 09:19:02.0,10.77,2020-09-15 09:19:02.0,9.82,2020-09-15 04:18:24.0,10.67,2020-09-15 09:19:02.0,11.02
2020-09-15 08:19:02.0,16.41,2020-09-15 09:49:02.0,10.62,2020-09-15 09:49:02.0,10.77,2020-09-15 09:49:02.0,9.82,2020-09-15 04:48:24.0,10.67,2020-09-15 09:49:02.0,11.03
2020-09-15 08:49:02.0,16.39,2020-09-15 10:19:02.0,10.6,2020-09-15 10:19:02.0,10.78,2020-09-15 10:19:02.0,9.83,2020-09-15 05:18:44.0,10.68,2020-09-15 10:19:02.0,11.03
2020-09-15 09:19:02.0,16.35,2020-09-15 10:49:02.0,10.6,2020-09-15 10:49:02.0,10.79,2020-09-15 10:49:02.0,9.82,2020-09-15 05:48:44.0,10.67,2020-09-15 10:49:02.0,11.03
2020-09-15 09:49:02.0,16.31,2020-09-15 11:19:20.0,10.57,2020-09-15 11:19:20.0,10.79,2020-09-15 11:19:20.0,9.84,2020-09-15 06:18:44.0,10.67,2020-09-15 11:19:20.0,11.03
2020-09-15 10:19:02.0,16.26,2020-09-15 11:49:20.0,10.55,2020-09-15 11:49:20.0,10.79,2020-09-15 11:49:20.0,9.84,2020-09-15 06:48:44.0,10.67,2020-09-15 11:49:20.0,11.03
2020-09-15 10:49:02.0,16.21,2020-09-15 12:19:20.0,10.52,2020-09-15 12:19:20.0,10.78,2020-09-15 12:19:20.0,9.84,2020-09-15 07:18:44.0,10.67,2020-09-15 12:19:20.0,11.02
2020-09-15 11:19:20.0,16.12,2020-09-15 12:49:20.0,10.48,2020-09-15 12:49:20.0,10.77,2020-09-15 12:49:20.0,9.84,2020-09-15 07:48:44.0,10.63,2020-09-15 12:49:20.0,11.02
2020-09-15 11:49:20.0,16.04,2020-09-15 13:19:20.0,10.44,2020-09-15 13:19:20.0,10.77,2020-09-15 13:19:20.0,9.84,2020-09-15 08:19:02.0,10.39,2020-09-15 13:19:20.0,11.03
2020-09-15 12:19:20.0,15.96,2020-09-15 13:49:20.0,10.4,2020-09-15 13:49:20.0,10.76,2020-09-15 13:49:20.0,9.84,2020-09-15 08:49:02.0,10.24,2020-09-15 13:49:20.0,11.03
2020-09-15 12:49:20.0,15.88,2020-09-15 14:19:38.0,10.36,2020-09-15 14:19:38.0,10.76,2020-09-15 14:19:38.0,9.84,2020-09-15 09:19:02.0,10.39,2020-09-15 14:19:38.0,11.03
2020-09-15 13:19:20.0,15.8,2020-09-15 14:49:38.0,10.32,2020-09-15 14:49:38.0,10.74,2020-09-15 14:49:38.0,9.84,2020-09-15 09:49:02.0,10.4,2020-09-15 14:49:38.0,11.03
2020-09-15 13:49:20.0,15.66,2020-09-15 15:19:38.0,10.27,2020-09-15 15:19:38.0,10.72,2020-09-15 15:19:38.0,9.84,2020-09-15 10:19:02.0,10.39,2020-09-15 15:19:38.0,11.03
2020-09-15 14:19:38.0,15.55,2020-09-15 15:49:38.0,10.23,2020-09-15 15:49:38.0,10.7,2020-09-15 15:49:38.0,9.83,2020-09-15 10:49:02.0,10.16,2020-09-15 15:49:38.0,11.03
2020-09-15 14:49:38.0,15.5,2020-09-15 16:19:38.0,10.21,2020-09-15 16:19:38.0,10.69,2020-09-15 16:19:38.0,9.83,2020-09-15 11:19:20.0,10.33,2020-09-15 16:19:38.0,11.04
2020-09-15 15:19:38.0,15.48,2020-09-15 16:49:38.0,10.19,2020-09-15 16:49:38.0,10.68,2020-09-15 16:49:38.0,9.82,2020-09-15 11:49:20.0,10.44,2020-09-15 16:49:38.0,11.05
2020-09-15 15:49:38.0,15.46,2020-09-15 17:19:56.0,10.16,2020-09-15 17:19:56.0,10.66,2020-09-15 17:19:56.0,9.82,2020-09-15 12:19:20.0,10.49,2020-09-15 17:19:56.0,11.05
2020-09-15 16:19:38.0,15.42,2020-09-15 17:49:56.0,10.15,2020-09-15 17:49:56.0,10.64,2020-09-15 17:49:56.0,9.81,2020-09-15 12:49:20.0,10.47,2020-09-15 17:49:56.0,11.05
2020-09-15 16:49:38.0,15.4,2020-09-15 18:19:56.0,10.14,2020-09-15 18:19:56.0,10.64,2020-09-15 18:19:56.0,9.8,2020-09-15 13:19:20.0,10.43,2020-09-15 18:19:56.0,11.05
2020-09-15 17:19:56.0,15.4,2020-09-15 18:49:56.0,10.13,2020-09-15 18:49:56.0,10.62,2020-09-15 18:49:56.0,9.79,2020-09-15 13:49:20.0,10.44,2020-09-15 18:49:56.0,11.04
2020-09-15 17:49:56.0,15.42,2020-09-15 19:19:56.0,10.13,2020-09-15 19:19:56.0,10.61,2020-09-15 19:19:56.0,9.79,2020-09-15 14:19:38.0,10.37,2020-09-15 19:19:56.0,11.04
2020-09-15 18:19:56.0,15.43,2020-09-15 19:49:56.0,10.12,2020-09-15 19:49:56.0,10.6,2020-09-15 19:49:56.0,9.79,2020-09-15 14:49:38.0,10.41,2020-09-15 19:49:56.0,11.04
2020-09-15 18:49:56.0,15.44,2020-09-15 20:20:12.0,10.13,2020-09-15 20:20:12.0,10.6,2020-09-15 20:20:12.0,9.78,2020-09-15 15:19:38.0,10.44,2020-09-15 20:20:12.0,11.03
2020-09-15 19:19:56.0,15.46,2020-09-15 20:50:12.0,10.13,2020-09-15 20:50:12.0,10.6,2020-09-15 20:50:12.0,9.78,2020-09-15 15:49:38.0,10.36,2020-09-15 20:50:12.0,11.03
2020-09-15 19:49:56.0,15.48,2020-09-15 21:20:12.0,10.13,2020-09-15 21:20:12.0,10.59,2020-09-15 21:20:12.0,9.77,2020-09-15 16:19:38.0,10.44,2020-09-15 21:20:12.0,11.03
2020-09-15 20:20:12.0,15.49,2020-09-15 21:50:12.0,10.15,2020-09-15 21:50:12.0,10.59,2020-09-15 21:50:12.0,9.77,2020-09-15 16:49:38.0,10.31,2020-09-15 21:50:12.0,11.03
