2079 Eucaliptos - SoilR40 A 10 cm #1201[%],,2079 Eucaliptos - SoilR40 A 20 cm #1201[%],,2079 Eucaliptos - SoilR40 A 30 cm #1201[%],,2079 Eucaliptos - SoilR40 A 40 cm #1201[%],,2079 Eucaliptos - SoilR40 A 50 cm #1201[%],,2079 Eucaliptos - SoilR40 A 60 cm #1201[%],
2019-07-17 00:43:22.0,19.93,2019-07-17 00:13:22.0,14.94,2019-07-17 00:13:22.0,13.79,2019-07-17 00:13:22.0,8.19,2019-07-17 00:13:22.0,15.37,2019-07-17 00:13:22.0,13.92
2019-07-17 01:13:22.0,19.82,2019-07-17 00:43:22.0,15.37,2019-07-17 00:43:22.0,14.16,2019-07-17 00:43:22.0,8.18,2019-07-17 00:43:22.0,15.36,2019-07-17 00:43:22.0,13.89
2019-07-17 01:43:32.0,19.71,2019-07-17 01:13:22.0,15.78,2019-07-17 01:13:22.0,14.35,2019-07-17 01:13:22.0,8.17,2019-07-17 01:13:22.0,15.35,2019-07-17 01:13:22.0,13.87
2019-07-17 02:13:32.0,19.59,2019-07-17 01:43:32.0,16.07,2019-07-17 01:43:32.0,14.5,2019-07-17 01:43:32.0,8.16,2019-07-17 01:43:32.0,15.34,2019-07-17 01:43:32.0,13.85
2019-07-17 02:43:32.0,19.46,2019-07-17 02:13:32.0,16.29,2019-07-17 02:13:32.0,14.61,2019-07-17 02:13:32.0,8.17,2019-07-17 02:13:32.0,15.34,2019-07-17 02:13:32.0,13.84
2019-07-17 03:13:32.0,19.35,2019-07-17 02:43:32.0,16.46,2019-07-17 02:43:32.0,14.69,2019-07-17 02:43:32.0,8.16,2019-07-17 02:43:32.0,15.34,2019-07-17 02:43:32.0,13.83
2019-07-17 03:43:32.0,19.22,2019-07-17 03:13:32.0,16.59,2019-07-17 03:13:32.0,14.76,2019-07-17 03:13:32.0,8.16,2019-07-17 03:13:32.0,15.33,2019-07-17 03:13:32.0,13.81
2019-07-17 04:13:32.0,19.1,2019-07-17 03:43:32.0,16.69,2019-07-17 03:43:32.0,14.81,2019-07-17 03:43:32.0,8.16,2019-07-17 03:43:32.0,15.32,2019-07-17 03:43:32.0,13.8
2019-07-17 04:43:42.0,18.98,2019-07-17 04:13:32.0,16.76,2019-07-17 04:13:32.0,14.86,2019-07-17 04:13:32.0,8.16,2019-07-17 04:13:32.0,15.32,2019-07-17 04:13:32.0,13.8
2019-07-17 05:13:42.0,18.86,2019-07-17 04:43:42.0,16.82,2019-07-17 04:43:42.0,14.9,2019-07-17 04:43:42.0,8.16,2019-07-17 04:43:42.0,15.32,2019-07-17 04:43:42.0,13.79
2019-07-17 05:43:42.0,18.75,2019-07-17 05:13:42.0,16.86,2019-07-17 05:13:42.0,14.93,2019-07-17 05:13:42.0,8.17,2019-07-17 05:13:42.0,15.32,2019-07-17 05:13:42.0,13.78
2019-07-17 06:13:42.0,18.63,2019-07-17 05:43:42.0,16.89,2019-07-17 05:43:42.0,14.97,2019-07-17 05:43:42.0,8.17,2019-07-17 05:43:42.0,15.31,2019-07-17 05:43:42.0,13.78
2019-07-17 06:43:42.0,18.51,2019-07-17 06:13:42.0,16.9,2019-07-17 06:13:42.0,14.99,2019-07-17 06:13:42.0,8.17,2019-07-17 06:13:42.0,15.3,2019-07-17 06:13:42.0,13.78
2019-07-17 07:13:42.0,18.39,2019-07-17 06:43:42.0,16.9,2019-07-17 06:43:42.0,15.02,2019-07-17 06:43:42.0,8.18,2019-07-17 06:43:42.0,15.3,2019-07-17 06:43:42.0,13.78
2019-07-17 07:43:52.0,18.28,2019-07-17 07:13:42.0,16.9,2019-07-17 07:13:42.0,15.03,2019-07-17 07:13:42.0,8.17,2019-07-17 07:13:42.0,15.3,2019-07-17 07:13:42.0,13.77
2019-07-17 08:13:52.0,18.16,2019-07-17 07:43:52.0,16.88,2019-07-17 07:43:52.0,15.05,2019-07-17 07:43:52.0,8.18,2019-07-17 07:43:52.0,15.3,2019-07-17 07:43:52.0,13.77
2019-07-17 08:43:52.0,18.05,2019-07-17 08:13:52.0,16.86,2019-07-17 08:13:52.0,15.06,2019-07-17 08:13:52.0,8.18,2019-07-17 08:13:52.0,15.3,2019-07-17 08:13:52.0,13.78
2019-07-17 09:13:52.0,17.94,2019-07-17 08:43:52.0,16.83,2019-07-17 08:43:52.0,15.07,2019-07-17 08:43:52.0,8.18,2019-07-17 08:43:52.0,15.29,2019-07-17 08:43:52.0,13.78
2019-07-17 09:43:52.0,17.8,2019-07-17 09:13:52.0,16.78,2019-07-17 09:13:52.0,15.08,2019-07-17 09:13:52.0,8.18,2019-07-17 09:13:52.0,15.3,2019-07-17 09:13:52.0,13.78
2019-07-17 10:13:52.0,17.66,2019-07-17 09:43:52.0,16.74,2019-07-17 09:43:52.0,15.09,2019-07-17 09:43:52.0,8.19,2019-07-17 09:43:52.0,15.29,2019-07-17 09:43:52.0,13.78
2019-07-17 10:44:04.0,17.5,2019-07-17 10:13:52.0,16.67,2019-07-17 10:13:52.0,15.09,2019-07-17 10:13:52.0,8.18,2019-07-17 10:13:52.0,15.3,2019-07-17 10:13:52.0,13.77
2019-07-17 11:14:04.0,17.31,2019-07-17 10:44:04.0,16.59,2019-07-17 10:44:04.0,15.09,2019-07-17 10:44:04.0,8.19,2019-07-17 10:44:04.0,15.29,2019-07-17 10:44:04.0,13.77
2019-07-17 11:44:04.0,17.13,2019-07-17 11:14:04.0,16.49,2019-07-17 11:14:04.0,15.09,2019-07-17 11:14:04.0,8.19,2019-07-17 11:14:04.0,15.29,2019-07-17 11:14:04.0,13.78
2019-07-17 12:14:04.0,16.95,2019-07-17 11:44:04.0,16.39,2019-07-17 11:44:04.0,15.08,2019-07-17 11:44:04.0,8.2,2019-07-17 11:44:04.0,15.29,2019-07-17 11:44:04.0,13.77
2019-07-17 12:44:04.0,16.77,2019-07-17 12:14:04.0,16.23,2019-07-17 12:14:04.0,15.06,2019-07-17 12:14:04.0,8.19,2019-07-17 12:14:04.0,15.29,2019-07-17 12:14:04.0,13.77
2019-07-17 13:14:04.0,16.57,2019-07-17 12:44:04.0,16.1,2019-07-17 12:44:04.0,15.05,2019-07-17 12:44:04.0,8.2,2019-07-17 12:44:04.0,15.28,2019-07-17 12:44:04.0,13.78
2019-07-17 13:44:14.0,16.35,2019-07-17 13:14:04.0,15.99,2019-07-17 13:14:04.0,15.04,2019-07-17 13:14:04.0,8.2,2019-07-17 13:14:04.0,15.29,2019-07-17 13:14:04.0,13.77
2019-07-17 14:14:14.0,16.09,2019-07-17 13:44:14.0,15.81,2019-07-17 13:44:14.0,15,2019-07-17 13:44:14.0,8.2,2019-07-17 13:44:14.0,15.28,2019-07-17 13:44:14.0,13.77
2019-07-17 14:44:14.0,15.79,2019-07-17 14:14:14.0,15.6,2019-07-17 14:14:14.0,14.96,2019-07-17 14:14:14.0,8.21,2019-07-17 14:14:14.0,15.29,2019-07-17 14:14:14.0,13.77
2019-07-17 15:14:14.0,15.46,2019-07-17 14:44:14.0,15.41,2019-07-17 14:44:14.0,14.93,2019-07-17 14:44:14.0,8.22,2019-07-17 14:44:14.0,15.28,2019-07-17 14:44:14.0,13.77
2019-07-17 15:44:14.0,15.11,2019-07-17 15:14:14.0,15.21,2019-07-17 15:14:14.0,14.89,2019-07-17 15:14:14.0,8.22,2019-07-17 15:14:14.0,15.28,2019-07-17 15:14:14.0,13.77
2019-07-17 16:14:14.0,14.76,2019-07-17 15:44:14.0,15,2019-07-17 15:44:14.0,14.84,2019-07-17 15:44:14.0,8.23,2019-07-17 15:44:14.0,15.29,2019-07-17 15:44:14.0,13.77
2019-07-17 16:44:26.0,14.4,2019-07-17 16:14:14.0,14.78,2019-07-17 16:14:14.0,14.78,2019-07-17 16:14:14.0,8.23,2019-07-17 16:14:14.0,15.29,2019-07-17 16:14:14.0,13.78
2019-07-17 17:14:26.0,14.13,2019-07-17 16:44:26.0,14.54,2019-07-17 16:44:26.0,14.72,2019-07-17 16:44:26.0,8.23,2019-07-17 16:44:26.0,15.29,2019-07-17 16:44:26.0,13.78
2019-07-17 17:44:26.0,13.64,2019-07-17 17:14:26.0,14.31,2019-07-17 17:14:26.0,14.66,2019-07-17 17:14:26.0,8.23,2019-07-17 17:14:26.0,15.29,2019-07-17 17:14:26.0,13.77
2019-07-17 18:14:26.0,13.34,2019-07-17 17:44:26.0,14.1,2019-07-17 17:44:26.0,14.6,2019-07-17 17:44:26.0,8.23,2019-07-17 17:44:26.0,15.29,2019-07-17 17:44:26.0,13.78
2019-07-17 18:44:26.0,13.12,2019-07-17 18:14:26.0,13.91,2019-07-17 18:14:26.0,14.53,2019-07-17 18:14:26.0,8.22,2019-07-17 18:14:26.0,15.29,2019-07-17 18:14:26.0,13.78
2019-07-17 19:14:26.0,12.93,2019-07-17 18:44:26.0,13.75,2019-07-17 18:44:26.0,14.47,2019-07-17 18:44:26.0,8.22,2019-07-17 18:44:26.0,15.29,2019-07-17 18:44:26.0,13.78
2019-07-17 19:44:34.0,12.78,2019-07-17 19:14:26.0,13.59,2019-07-17 19:14:26.0,14.39,2019-07-17 19:14:26.0,8.21,2019-07-17 19:14:26.0,15.29,2019-07-17 19:14:26.0,13.79
2019-07-17 20:14:34.0,12.67,2019-07-17 19:44:34.0,13.46,2019-07-17 19:44:34.0,14.33,2019-07-17 19:44:34.0,8.21,2019-07-17 19:44:34.0,15.29,2019-07-17 19:44:34.0,13.79
2019-07-17 20:44:34.0,12.56,2019-07-17 20:14:34.0,13.36,2019-07-17 20:14:34.0,14.27,2019-07-17 20:14:34.0,8.21,2019-07-17 20:14:34.0,15.29,2019-07-17 20:14:34.0,13.79
2019-07-17 21:14:34.0,12.49,2019-07-17 20:44:34.0,13.25,2019-07-17 20:44:34.0,14.22,2019-07-17 20:44:34.0,8.2,2019-07-17 20:44:34.0,15.29,2019-07-17 20:44:34.0,13.79
2019-07-17 21:44:34.0,12.43,2019-07-17 21:14:34.0,13.16,2019-07-17 21:14:34.0,14.16,2019-07-17 21:14:34.0,8.2,2019-07-17 21:14:34.0,15.29,2019-07-17 21:14:34.0,13.79
2019-07-17 22:14:34.0,12.38,2019-07-17 21:44:34.0,13.1,2019-07-17 21:44:34.0,14.11,2019-07-17 21:44:34.0,8.21,2019-07-17 21:44:34.0,15.29,2019-07-17 21:44:34.0,13.8
2019-07-17 22:44:44.0,12.34,2019-07-17 22:14:34.0,13.03,2019-07-17 22:14:34.0,14.06,2019-07-17 22:14:34.0,8.21,2019-07-17 22:14:34.0,15.28,2019-07-17 22:14:34.0,13.8
2019-07-17 23:14:44.0,12.3,2019-07-17 22:44:44.0,12.96,2019-07-17 22:44:44.0,14.01,2019-07-17 22:44:44.0,8.2,2019-07-17 22:44:44.0,15.28,2019-07-17 22:44:44.0,13.8
2019-07-17 23:44:44.0,12.27,2019-07-17 23:14:44.0,12.91,2019-07-17 23:14:44.0,13.97,2019-07-17 23:14:44.0,8.2,2019-07-17 23:14:44.0,15.28,2019-07-17 23:14:44.0,13.8
2019-07-18 00:14:44.0,12.24,2019-07-17 23:44:44.0,12.86,2019-07-17 23:44:44.0,13.94,2019-07-17 23:44:44.0,8.2,2019-07-17 23:44:44.0,15.28,2019-07-17 23:44:44.0,13.8
2019-07-18 00:44:44.0,12.22,2019-07-18 00:14:44.0,12.81,2019-07-18 00:14:44.0,13.9,2019-07-18 00:14:44.0,8.2,2019-07-18 00:14:44.0,15.28,2019-07-18 00:14:44.0,13.8
2019-07-18 01:14:44.0,12.19,2019-07-18 00:44:44.0,12.76,2019-07-18 00:44:44.0,13.86,2019-07-18 00:44:44.0,8.2,2019-07-18 00:44:44.0,15.29,2019-07-18 00:44:44.0,13.8
2019-07-18 01:44:56.0,12.18,2019-07-18 01:14:44.0,12.72,2019-07-18 01:14:44.0,13.84,2019-07-18 01:14:44.0,8.19,2019-07-18 01:14:44.0,15.28,2019-07-18 01:14:44.0,13.8
2019-07-18 02:14:56.0,12.16,2019-07-18 01:44:56.0,12.69,2019-07-18 01:44:56.0,13.81,2019-07-18 01:44:56.0,8.2,2019-07-18 01:44:56.0,15.28,2019-07-18 01:44:56.0,13.8
2019-07-18 02:44:56.0,12.14,2019-07-18 02:14:56.0,12.65,2019-07-18 02:14:56.0,13.78,2019-07-18 02:14:56.0,8.19,2019-07-18 02:14:56.0,15.28,2019-07-18 02:14:56.0,13.8
2019-07-18 03:14:56.0,12.13,2019-07-18 02:44:56.0,12.62,2019-07-18 02:44:56.0,13.76,2019-07-18 02:44:56.0,8.2,2019-07-18 02:44:56.0,15.28,2019-07-18 02:44:56.0,13.8
2019-07-18 03:44:56.0,12.12,2019-07-18 03:14:56.0,12.59,2019-07-18 03:14:56.0,13.74,2019-07-18 03:14:56.0,8.2,2019-07-18 03:14:56.0,15.27,2019-07-18 03:14:56.0,13.81
2019-07-18 04:14:56.0,12.11,2019-07-18 03:44:56.0,12.56,2019-07-18 03:44:56.0,13.71,2019-07-18 03:44:56.0,8.19,2019-07-18 03:44:56.0,15.28,2019-07-18 03:44:56.0,13.8
2019-07-18 04:45:08.0,12.09,2019-07-18 04:14:56.0,12.54,2019-07-18 04:14:56.0,13.7,2019-07-18 04:14:56.0,8.2,2019-07-18 04:14:56.0,15.27,2019-07-18 04:14:56.0,13.8
2019-07-18 05:15:08.0,12.08,2019-07-18 04:45:08.0,12.51,2019-07-18 04:45:08.0,13.67,2019-07-18 04:45:08.0,8.19,2019-07-18 04:45:08.0,15.28,2019-07-18 04:45:08.0,13.8
2019-07-18 05:45:08.0,12.07,2019-07-18 05:15:08.0,12.49,2019-07-18 05:15:08.0,13.66,2019-07-18 05:15:08.0,8.19,2019-07-18 05:15:08.0,15.28,2019-07-18 05:15:08.0,13.81
2019-07-18 06:15:08.0,12.05,2019-07-18 05:45:08.0,12.46,2019-07-18 05:45:08.0,13.64,2019-07-18 05:45:08.0,8.2,2019-07-18 05:45:08.0,15.27,2019-07-18 05:45:08.0,13.81
2019-07-18 06:45:08.0,12.05,2019-07-18 06:15:08.0,12.44,2019-07-18 06:15:08.0,13.62,2019-07-18 06:15:08.0,8.2,2019-07-18 06:15:08.0,15.28,2019-07-18 06:15:08.0,13.81
2019-07-18 07:15:08.0,12.04,2019-07-18 06:45:08.0,12.42,2019-07-18 06:45:08.0,13.61,2019-07-18 06:45:08.0,8.21,2019-07-18 06:45:08.0,15.27,2019-07-18 06:45:08.0,13.81
2019-07-18 07:45:20.0,12.02,2019-07-18 07:15:08.0,12.4,2019-07-18 07:15:08.0,13.61,2019-07-18 07:15:08.0,8.21,2019-07-18 07:15:08.0,15.26,2019-07-18 07:15:08.0,13.82
2019-07-18 08:15:20.0,12.01,2019-07-18 07:45:20.0,12.39,2019-07-18 07:45:20.0,13.58,2019-07-18 07:45:20.0,8.2,2019-07-18 07:45:20.0,15.28,2019-07-18 07:45:20.0,13.81
2019-07-18 08:45:20.0,21.56,2019-07-18 08:15:20.0,12.37,2019-07-18 08:15:20.0,13.57,2019-07-18 08:15:20.0,8.2,2019-07-18 08:15:20.0,15.27,2019-07-18 08:15:20.0,13.81
2019-07-18 09:15:20.0,22.42,2019-07-18 08:45:20.0,12.69,2019-07-18 08:45:20.0,13.57,2019-07-18 08:45:20.0,8.2,2019-07-18 08:45:20.0,15.3,2019-07-18 08:45:20.0,13.95
2019-07-18 09:45:20.0,22.3,2019-07-18 09:15:20.0,16.76,2019-07-18 09:15:20.0,13.42,2019-07-18 09:15:20.0,8.2,2019-07-18 09:15:20.0,15.27,2019-07-18 09:15:20.0,13.85
2019-07-18 10:15:20.0,22.04,2019-07-18 09:45:20.0,18.33,2019-07-18 09:45:20.0,14.35,2019-07-18 09:45:20.0,8.19,2019-07-18 09:45:20.0,15.26,2019-07-18 09:45:20.0,13.74
2019-07-18 10:45:20.0,21.69,2019-07-18 10:15:20.0,18.95,2019-07-18 10:15:20.0,15.16,2019-07-18 10:15:20.0,8.19,2019-07-18 10:15:20.0,15.25,2019-07-18 10:15:20.0,13.67
2019-07-18 11:15:32.0,21.32,2019-07-18 10:45:20.0,19.22,2019-07-18 10:45:20.0,15.66,2019-07-18 10:45:20.0,8.19,2019-07-18 10:45:20.0,15.25,2019-07-18 10:45:20.0,13.63
2019-07-18 11:45:32.0,20.91,2019-07-18 11:15:32.0,19.3,2019-07-18 11:15:32.0,15.96,2019-07-18 11:15:32.0,8.2,2019-07-18 11:15:32.0,15.25,2019-07-18 11:15:32.0,13.6
2019-07-18 12:15:32.0,20.46,2019-07-18 11:45:32.0,19.28,2019-07-18 11:45:32.0,16.18,2019-07-18 11:45:32.0,8.22,2019-07-18 11:45:32.0,15.25,2019-07-18 11:45:32.0,13.58
2019-07-18 12:45:32.0,19.99,2019-07-18 12:15:32.0,19.17,2019-07-18 12:15:32.0,16.33,2019-07-18 12:15:32.0,8.22,2019-07-18 12:15:32.0,15.26,2019-07-18 12:15:32.0,13.57
2019-07-18 13:15:32.0,19.48,2019-07-18 12:45:32.0,19.02,2019-07-18 12:45:32.0,16.44,2019-07-18 12:45:32.0,8.24,2019-07-18 12:45:32.0,15.26,2019-07-18 12:45:32.0,13.56
2019-07-18 13:45:32.0,18.96,2019-07-18 13:15:32.0,18.83,2019-07-18 13:15:32.0,16.51,2019-07-18 13:15:32.0,8.25,2019-07-18 13:15:32.0,15.26,2019-07-18 13:15:32.0,13.56
2019-07-18 14:15:42.0,18.43,2019-07-18 13:45:32.0,18.61,2019-07-18 13:45:32.0,16.55,2019-07-18 13:45:32.0,8.24,2019-07-18 13:45:32.0,15.26,2019-07-18 13:45:32.0,13.56
2019-07-18 14:45:42.0,17.91,2019-07-18 14:15:42.0,18.36,2019-07-18 14:15:42.0,16.56,2019-07-18 14:15:42.0,8.23,2019-07-18 14:15:42.0,15.27,2019-07-18 14:15:42.0,13.56
2019-07-18 15:15:42.0,17.39,2019-07-18 14:45:42.0,18.1,2019-07-18 14:45:42.0,16.56,2019-07-18 14:45:42.0,8.24,2019-07-18 14:45:42.0,15.27,2019-07-18 14:45:42.0,13.58
2019-07-18 15:45:42.0,16.88,2019-07-18 15:15:42.0,17.85,2019-07-18 15:15:42.0,16.55,2019-07-18 15:15:42.0,8.23,2019-07-18 15:15:42.0,15.27,2019-07-18 15:15:42.0,13.58
2019-07-18 16:15:42.0,16.39,2019-07-18 15:45:42.0,17.54,2019-07-18 15:45:42.0,16.53,2019-07-18 15:45:42.0,8.24,2019-07-18 15:45:42.0,15.26,2019-07-18 15:45:42.0,13.58
2019-07-18 16:45:42.0,15.92,2019-07-18 16:15:42.0,17.19,2019-07-18 16:15:42.0,16.5,2019-07-18 16:15:42.0,8.25,2019-07-18 16:15:42.0,15.26,2019-07-18 16:15:42.0,13.59
2019-07-18 17:15:52.0,15.47,2019-07-18 16:45:42.0,16.83,2019-07-18 16:45:42.0,16.46,2019-07-18 16:45:42.0,8.26,2019-07-18 16:45:42.0,15.26,2019-07-18 16:45:42.0,13.6
2019-07-18 17:45:52.0,15.06,2019-07-18 17:15:52.0,16.46,2019-07-18 17:15:52.0,16.41,2019-07-18 17:15:52.0,8.26,2019-07-18 17:15:52.0,15.26,2019-07-18 17:15:52.0,13.61
2019-07-18 18:15:52.0,14.65,2019-07-18 17:45:52.0,16.1,2019-07-18 17:45:52.0,16.34,2019-07-18 17:45:52.0,8.28,2019-07-18 17:45:52.0,15.25,2019-07-18 17:45:52.0,13.62
2019-07-18 18:45:52.0,14.34,2019-07-18 18:15:52.0,15.73,2019-07-18 18:15:52.0,16.25,2019-07-18 18:15:52.0,8.28,2019-07-18 18:15:52.0,15.25,2019-07-18 18:15:52.0,13.63
2019-07-18 19:15:52.0,14.09,2019-07-18 18:45:52.0,15.45,2019-07-18 18:45:52.0,16.14,2019-07-18 18:45:52.0,8.29,2019-07-18 18:45:52.0,15.25,2019-07-18 18:45:52.0,13.64
2019-07-18 19:45:52.0,13.62,2019-07-18 19:15:52.0,15.22,2019-07-18 19:15:52.0,16.06,2019-07-18 19:15:52.0,8.29,2019-07-18 19:15:52.0,15.25,2019-07-18 19:15:52.0,13.65
2019-07-18 20:16:02.0,13.43,2019-07-18 19:45:52.0,15.01,2019-07-18 19:45:52.0,15.98,2019-07-18 19:45:52.0,8.29,2019-07-18 19:45:52.0,15.26,2019-07-18 19:45:52.0,13.66
2019-07-18 20:46:02.0,13.3,2019-07-18 20:16:02.0,14.84,2019-07-18 20:16:02.0,15.89,2019-07-18 20:16:02.0,8.29,2019-07-18 20:16:02.0,15.26,2019-07-18 20:16:02.0,13.67
2019-07-18 21:16:02.0,13.19,2019-07-18 20:46:02.0,14.69,2019-07-18 20:46:02.0,15.8,2019-07-18 20:46:02.0,8.29,2019-07-18 20:46:02.0,15.26,2019-07-18 20:46:02.0,13.68
2019-07-18 21:46:02.0,13.11,2019-07-18 21:16:02.0,14.56,2019-07-18 21:16:02.0,15.72,2019-07-18 21:16:02.0,8.29,2019-07-18 21:16:02.0,15.26,2019-07-18 21:16:02.0,13.68
2019-07-18 22:16:02.0,13.04,2019-07-18 21:46:02.0,14.44,2019-07-18 21:46:02.0,15.64,2019-07-18 21:46:02.0,8.3,2019-07-18 21:46:02.0,15.26,2019-07-18 21:46:02.0,13.69
2019-07-18 22:46:02.0,12.99,2019-07-18 22:16:02.0,14.34,2019-07-18 22:16:02.0,15.57,2019-07-18 22:16:02.0,8.3,2019-07-18 22:16:02.0,15.26,2019-07-18 22:16:02.0,13.7
2019-07-18 23:16:12.0,12.94,2019-07-18 22:46:02.0,14.27,2019-07-18 22:46:02.0,15.5,2019-07-18 22:46:02.0,8.29,2019-07-18 22:46:02.0,15.26,2019-07-18 22:46:02.0,13.7
2019-07-18 23:46:12.0,12.9,2019-07-18 23:16:12.0,14.19,2019-07-18 23:16:12.0,15.44,2019-07-18 23:16:12.0,8.3,2019-07-18 23:16:12.0,15.26,2019-07-18 23:16:12.0,13.7
2019-07-19 00:16:12.0,12.86,2019-07-18 23:46:12.0,14.11,2019-07-18 23:46:12.0,15.38,2019-07-18 23:46:12.0,8.3,2019-07-18 23:46:12.0,15.26,2019-07-18 23:46:12.0,13.7
2019-07-19 00:46:12.0,12.84,2019-07-19 00:16:12.0,14.06,2019-07-19 00:16:12.0,15.33,2019-07-19 00:16:12.0,8.3,2019-07-19 00:16:12.0,15.26,2019-07-19 00:16:12.0,13.71
2019-07-19 01:16:12.0,12.81,2019-07-19 00:46:12.0,14.01,2019-07-19 00:46:12.0,15.27,2019-07-19 00:46:12.0,8.3,2019-07-19 00:46:12.0,15.26,2019-07-19 00:46:12.0,13.71
2019-07-19 01:46:12.0,12.78,2019-07-19 01:16:12.0,13.96,2019-07-19 01:16:12.0,15.22,2019-07-19 01:16:12.0,8.3,2019-07-19 01:16:12.0,15.26,2019-07-19 01:16:12.0,13.72
2019-07-19 02:16:24.0,12.76,2019-07-19 01:46:12.0,13.92,2019-07-19 01:46:12.0,15.16,2019-07-19 01:46:12.0,8.3,2019-07-19 01:46:12.0,15.26,2019-07-19 01:46:12.0,13.72
2019-07-19 02:46:24.0,12.73,2019-07-19 02:16:24.0,13.88,2019-07-19 02:16:24.0,15.12,2019-07-19 02:16:24.0,8.3,2019-07-19 02:16:24.0,15.26,2019-07-19 02:16:24.0,13.72
2019-07-19 03:16:24.0,12.71,2019-07-19 02:46:24.0,13.84,2019-07-19 02:46:24.0,15.08,2019-07-19 02:46:24.0,8.3,2019-07-19 02:46:24.0,15.26,2019-07-19 02:46:24.0,13.72
2019-07-19 03:46:24.0,12.69,2019-07-19 03:16:24.0,13.81,2019-07-19 03:16:24.0,15.04,2019-07-19 03:16:24.0,8.3,2019-07-19 03:16:24.0,15.26,2019-07-19 03:16:24.0,13.72
2019-07-19 04:16:24.0,12.67,2019-07-19 03:46:24.0,13.77,2019-07-19 03:46:24.0,14.99,2019-07-19 03:46:24.0,8.3,2019-07-19 03:46:24.0,15.26,2019-07-19 03:46:24.0,13.72
2019-07-19 04:46:24.0,12.65,2019-07-19 04:16:24.0,13.73,2019-07-19 04:16:24.0,14.96,2019-07-19 04:16:24.0,8.3,2019-07-19 04:16:24.0,15.26,2019-07-19 04:16:24.0,13.73
2019-07-19 05:16:32.0,12.64,2019-07-19 04:46:24.0,13.69,2019-07-19 04:46:24.0,14.93,2019-07-19 04:46:24.0,8.3,2019-07-19 04:46:24.0,15.26,2019-07-19 04:46:24.0,13.73
2019-07-19 05:46:32.0,12.63,2019-07-19 05:16:32.0,13.66,2019-07-19 05:16:32.0,14.89,2019-07-19 05:16:32.0,8.3,2019-07-19 05:16:32.0,15.26,2019-07-19 05:16:32.0,13.73
2019-07-19 06:16:32.0,12.61,2019-07-19 05:46:32.0,13.62,2019-07-19 05:46:32.0,14.87,2019-07-19 05:46:32.0,8.3,2019-07-19 05:46:32.0,15.26,2019-07-19 05:46:32.0,13.73
2019-07-19 06:46:32.0,12.6,2019-07-19 06:16:32.0,13.59,2019-07-19 06:16:32.0,14.84,2019-07-19 06:16:32.0,8.3,2019-07-19 06:16:32.0,15.26,2019-07-19 06:16:32.0,13.74
2019-07-19 07:16:32.0,12.59,2019-07-19 06:46:32.0,13.56,2019-07-19 06:46:32.0,14.8,2019-07-19 06:46:32.0,8.3,2019-07-19 06:46:32.0,15.26,2019-07-19 06:46:32.0,13.74
2019-07-19 07:46:32.0,12.58,2019-07-19 07:16:32.0,13.54,2019-07-19 07:16:32.0,14.77,2019-07-19 07:16:32.0,8.3,2019-07-19 07:16:32.0,15.26,2019-07-19 07:16:32.0,13.74
2019-07-19 08:16:42.0,12.57,2019-07-19 07:46:32.0,13.51,2019-07-19 07:46:32.0,14.75,2019-07-19 07:46:32.0,8.3,2019-07-19 07:46:32.0,15.26,2019-07-19 07:46:32.0,13.74
2019-07-19 08:46:42.0,12.55,2019-07-19 08:16:42.0,13.5,2019-07-19 08:16:42.0,14.72,2019-07-19 08:16:42.0,8.3,2019-07-19 08:16:42.0,15.26,2019-07-19 08:16:42.0,13.74
2019-07-19 09:16:42.0,12.52,2019-07-19 08:46:42.0,13.48,2019-07-19 08:46:42.0,14.7,2019-07-19 08:46:42.0,8.3,2019-07-19 08:46:42.0,15.26,2019-07-19 08:46:42.0,13.74
2019-07-19 09:46:42.0,12.47,2019-07-19 09:16:42.0,13.45,2019-07-19 09:16:42.0,14.68,2019-07-19 09:16:42.0,8.3,2019-07-19 09:16:42.0,15.26,2019-07-19 09:16:42.0,13.73
2019-07-19 10:16:42.0,12.4,2019-07-19 09:46:42.0,13.41,2019-07-19 09:46:42.0,14.66,2019-07-19 09:46:42.0,8.3,2019-07-19 09:46:42.0,15.26,2019-07-19 09:46:42.0,13.73
2019-07-19 10:46:42.0,12.3,2019-07-19 10:16:42.0,13.34,2019-07-19 10:16:42.0,14.64,2019-07-19 10:16:42.0,8.3,2019-07-19 10:16:42.0,15.26,2019-07-19 10:16:42.0,13.73
2019-07-19 11:16:52.0,12.17,2019-07-19 10:46:42.0,13.26,2019-07-19 10:46:42.0,14.61,2019-07-19 10:46:42.0,8.3,2019-07-19 10:46:42.0,15.26,2019-07-19 10:46:42.0,13.73
2019-07-19 11:46:52.0,12.02,2019-07-19 11:16:52.0,13.15,2019-07-19 11:16:52.0,14.58,2019-07-19 11:16:52.0,8.3,2019-07-19 11:16:52.0,15.26,2019-07-19 11:16:52.0,13.72
2019-07-19 12:16:52.0,11.87,2019-07-19 11:46:52.0,13.02,2019-07-19 11:46:52.0,14.55,2019-07-19 11:46:52.0,8.29,2019-07-19 11:46:52.0,15.26,2019-07-19 11:46:52.0,13.73
2019-07-19 12:46:52.0,11.71,2019-07-19 12:16:52.0,12.88,2019-07-19 12:16:52.0,14.52,2019-07-19 12:16:52.0,8.29,2019-07-19 12:16:52.0,15.26,2019-07-19 12:16:52.0,13.72
