1161 Eucaliptos Ligeira - SoilR40 A 10 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 20 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 30 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 40 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 50 cm #1201[%],,1161 Eucaliptos Ligeira - SoilR40 A 60 cm #1201[%],
2019-07-30 12:57:24.0,9.84,2019-07-30 12:57:24.0,14.83,2019-07-30 12:57:24.0,12.96,2019-07-30 12:57:24.0,13.18,2019-07-30 12:57:24.0,10.25,2019-07-30 12:57:24.0,8.35
2019-07-30 13:27:24.0,9.75,2019-07-30 13:27:24.0,14.78,2019-07-30 13:27:24.0,12.95,2019-07-30 13:27:24.0,13.17,2019-07-30 13:27:24.0,10.25,2019-07-30 13:27:24.0,8.34
2019-07-30 13:57:34.0,9.67,2019-07-30 13:57:34.0,14.73,2019-07-30 13:57:34.0,12.92,2019-07-30 13:57:34.0,13.16,2019-07-30 13:57:34.0,10.24,2019-07-30 13:57:34.0,8.34
2019-07-30 14:27:34.0,9.59,2019-07-30 14:27:34.0,14.66,2019-07-30 14:27:34.0,12.9,2019-07-30 14:27:34.0,13.16,2019-07-30 14:27:34.0,10.24,2019-07-30 14:27:34.0,8.34
2019-07-30 14:57:34.0,9.47,2019-07-30 14:57:34.0,14.54,2019-07-30 14:57:34.0,12.86,2019-07-30 14:57:34.0,13.15,2019-07-30 14:57:34.0,10.24,2019-07-30 14:57:34.0,8.33
2019-07-30 15:27:34.0,9.32,2019-07-30 15:27:34.0,14.41,2019-07-30 15:27:34.0,12.82,2019-07-30 15:27:34.0,13.15,2019-07-30 15:27:34.0,10.23,2019-07-30 15:27:34.0,8.33
2019-07-30 15:57:34.0,9.13,2019-07-30 15:57:34.0,14.3,2019-07-30 15:57:34.0,12.78,2019-07-30 15:57:34.0,13.16,2019-07-30 15:57:34.0,10.23,2019-07-30 15:57:34.0,8.33
2019-07-30 16:27:34.0,8.99,2019-07-30 16:27:34.0,14.27,2019-07-30 16:27:34.0,12.74,2019-07-30 16:27:34.0,13.16,2019-07-30 16:27:34.0,10.22,2019-07-30 16:27:34.0,8.33
2019-07-30 16:57:44.0,8.9,2019-07-30 16:57:44.0,14.28,2019-07-30 16:57:44.0,12.69,2019-07-30 16:57:44.0,13.15,2019-07-30 16:57:44.0,10.22,2019-07-30 16:57:44.0,8.32
2019-07-30 17:27:44.0,8.58,2019-07-30 17:27:44.0,14.27,2019-07-30 17:27:44.0,12.65,2019-07-30 17:27:44.0,13.14,2019-07-30 17:27:44.0,10.21,2019-07-30 17:27:44.0,8.32
2019-07-30 17:57:44.0,8.4,2019-07-30 17:57:44.0,14.24,2019-07-30 17:57:44.0,12.61,2019-07-30 17:57:44.0,13.13,2019-07-30 17:57:44.0,10.21,2019-07-30 17:57:44.0,8.32
2019-07-30 18:27:44.0,8.28,2019-07-30 18:27:44.0,14.19,2019-07-30 18:27:44.0,12.57,2019-07-30 18:27:44.0,13.12,2019-07-30 18:27:44.0,10.21,2019-07-30 18:27:44.0,8.32
2019-07-30 18:57:44.0,8.21,2019-07-30 18:57:44.0,14.14,2019-07-30 18:57:44.0,12.54,2019-07-30 18:57:44.0,13.11,2019-07-30 18:57:44.0,10.2,2019-07-30 18:57:44.0,8.32
2019-07-30 19:27:44.0,8.15,2019-07-30 19:27:44.0,14.1,2019-07-30 19:27:44.0,12.51,2019-07-30 19:27:44.0,13.1,2019-07-30 19:27:44.0,10.2,2019-07-30 19:27:44.0,8.32
2019-07-30 19:57:52.0,8.1,2019-07-30 19:57:52.0,14.05,2019-07-30 19:57:52.0,12.49,2019-07-30 19:57:52.0,13.09,2019-07-30 19:57:52.0,10.19,2019-07-30 19:57:52.0,8.32
2019-07-30 20:27:52.0,8.08,2019-07-30 20:27:52.0,14.01,2019-07-30 20:27:52.0,12.48,2019-07-30 20:27:52.0,13.08,2019-07-30 20:27:52.0,10.19,2019-07-30 20:27:52.0,8.32
2019-07-30 20:57:52.0,8.11,2019-07-30 20:57:52.0,13.97,2019-07-30 20:57:52.0,12.45,2019-07-30 20:57:52.0,13.07,2019-07-30 20:57:52.0,10.19,2019-07-30 20:57:52.0,8.31
2019-07-30 21:27:52.0,8.27,2019-07-30 21:27:52.0,13.94,2019-07-30 21:27:52.0,12.43,2019-07-30 21:27:52.0,13.06,2019-07-30 21:27:52.0,10.18,2019-07-30 21:27:52.0,8.31
2019-07-30 21:57:52.0,8.3,2019-07-30 21:57:52.0,13.9,2019-07-30 21:57:52.0,12.41,2019-07-30 21:57:52.0,13.05,2019-07-30 21:57:52.0,10.17,2019-07-30 21:57:52.0,8.31
2019-07-30 22:27:52.0,8.17,2019-07-30 22:27:52.0,13.88,2019-07-30 22:27:52.0,12.4,2019-07-30 22:27:52.0,13.05,2019-07-30 22:27:52.0,10.17,2019-07-30 22:27:52.0,8.31
2019-07-30 22:58:02.0,8.05,2019-07-30 22:58:02.0,13.85,2019-07-30 22:58:02.0,12.39,2019-07-30 22:58:02.0,13.04,2019-07-30 22:58:02.0,10.17,2019-07-30 22:58:02.0,8.31
2019-07-30 23:28:02.0,7.98,2019-07-30 23:28:02.0,13.83,2019-07-30 23:28:02.0,12.39,2019-07-30 23:28:02.0,13.03,2019-07-30 23:28:02.0,10.17,2019-07-30 23:28:02.0,8.31
2019-07-30 23:58:02.0,7.98,2019-07-30 23:58:02.0,13.8,2019-07-30 23:58:02.0,12.36,2019-07-30 23:58:02.0,13.03,2019-07-30 23:58:02.0,10.16,2019-07-30 23:58:02.0,8.31
2019-07-31 00:28:02.0,8.03,2019-07-31 00:28:02.0,13.78,2019-07-31 00:28:02.0,12.35,2019-07-31 00:28:02.0,13.01,2019-07-31 00:28:02.0,10.16,2019-07-31 00:28:02.0,8.31
2019-07-31 00:58:02.0,8.19,2019-07-31 00:58:02.0,13.76,2019-07-31 00:58:02.0,12.33,2019-07-31 00:58:02.0,13.01,2019-07-31 00:58:02.0,10.15,2019-07-31 00:58:02.0,8.31
2019-07-31 01:28:02.0,8.26,2019-07-31 01:28:02.0,13.74,2019-07-31 01:28:02.0,12.32,2019-07-31 01:28:02.0,13,2019-07-31 01:28:02.0,10.15,2019-07-31 01:28:02.0,8.31
2019-07-31 01:58:10.0,8.23,2019-07-31 01:58:10.0,13.72,2019-07-31 01:58:10.0,12.31,2019-07-31 01:58:10.0,13,2019-07-31 01:58:10.0,10.14,2019-07-31 01:58:10.0,8.31
2019-07-31 02:28:10.0,8.15,2019-07-31 02:28:10.0,13.7,2019-07-31 02:28:10.0,12.3,2019-07-31 02:28:10.0,12.99,2019-07-31 02:28:10.0,10.14,2019-07-31 02:28:10.0,8.31
2019-07-31 02:58:10.0,8.08,2019-07-31 02:58:10.0,13.69,2019-07-31 02:58:10.0,12.29,2019-07-31 02:58:10.0,12.98,2019-07-31 02:58:10.0,10.14,2019-07-31 02:58:10.0,8.31
2019-07-31 03:28:10.0,8.02,2019-07-31 03:28:10.0,13.67,2019-07-31 03:28:10.0,12.28,2019-07-31 03:28:10.0,12.98,2019-07-31 03:28:10.0,10.13,2019-07-31 03:28:10.0,8.31
2019-07-31 03:58:10.0,7.99,2019-07-31 03:58:10.0,13.65,2019-07-31 03:58:10.0,12.27,2019-07-31 03:58:10.0,12.97,2019-07-31 03:58:10.0,10.13,2019-07-31 03:58:10.0,8.31
2019-07-31 04:28:10.0,7.99,2019-07-31 04:28:10.0,13.64,2019-07-31 04:28:10.0,12.27,2019-07-31 04:28:10.0,12.97,2019-07-31 04:28:10.0,10.13,2019-07-31 04:28:10.0,8.31
2019-07-31 04:58:18.0,8.03,2019-07-31 04:58:18.0,13.62,2019-07-31 04:58:18.0,12.26,2019-07-31 04:58:18.0,12.96,2019-07-31 04:58:18.0,10.13,2019-07-31 04:58:18.0,8.3
2019-07-31 05:28:18.0,8.12,2019-07-31 05:28:18.0,13.6,2019-07-31 05:28:18.0,12.25,2019-07-31 05:28:18.0,12.96,2019-07-31 05:28:18.0,10.13,2019-07-31 05:28:18.0,8.3
2019-07-31 05:58:18.0,8.17,2019-07-31 05:58:18.0,13.59,2019-07-31 05:58:18.0,12.24,2019-07-31 05:58:18.0,12.95,2019-07-31 05:58:18.0,10.13,2019-07-31 05:58:18.0,8.31
2019-07-31 06:28:18.0,8.18,2019-07-31 06:28:18.0,13.58,2019-07-31 06:28:18.0,12.23,2019-07-31 06:28:18.0,12.94,2019-07-31 06:28:18.0,10.12,2019-07-31 06:28:18.0,8.31
2019-07-31 06:58:18.0,8.19,2019-07-31 06:58:18.0,13.57,2019-07-31 06:58:18.0,12.21,2019-07-31 06:58:18.0,12.94,2019-07-31 06:58:18.0,10.11,2019-07-31 06:58:18.0,8.31
2019-07-31 07:28:18.0,8.22,2019-07-31 07:28:18.0,13.55,2019-07-31 07:28:18.0,12.2,2019-07-31 07:28:18.0,12.93,2019-07-31 07:28:18.0,10.11,2019-07-31 07:28:18.0,8.31
2019-07-31 07:58:26.0,8.22,2019-07-31 07:58:26.0,13.55,2019-07-31 07:58:26.0,12.19,2019-07-31 07:58:26.0,12.92,2019-07-31 07:58:26.0,10.11,2019-07-31 07:58:26.0,8.31
2019-07-31 08:28:26.0,8.21,2019-07-31 08:28:26.0,13.52,2019-07-31 08:28:26.0,12.18,2019-07-31 08:28:26.0,12.92,2019-07-31 08:28:26.0,10.1,2019-07-31 08:28:26.0,8.31
2019-07-31 08:58:26.0,8.19,2019-07-31 08:58:26.0,13.51,2019-07-31 08:58:26.0,12.17,2019-07-31 08:58:26.0,12.92,2019-07-31 08:58:26.0,10.1,2019-07-31 08:58:26.0,8.31
2019-07-31 09:28:26.0,8.14,2019-07-31 09:28:26.0,13.48,2019-07-31 09:28:26.0,12.17,2019-07-31 09:28:26.0,12.92,2019-07-31 09:28:26.0,10.1,2019-07-31 09:28:26.0,8.3
2019-07-31 09:58:26.0,8.06,2019-07-31 09:58:26.0,13.45,2019-07-31 09:58:26.0,12.15,2019-07-31 09:58:26.0,12.91,2019-07-31 09:58:26.0,10.1,2019-07-31 09:58:26.0,8.3
2019-07-31 10:28:26.0,7.97,2019-07-31 10:28:26.0,13.41,2019-07-31 10:28:26.0,12.14,2019-07-31 10:28:26.0,12.9,2019-07-31 10:28:26.0,10.1,2019-07-31 10:28:26.0,8.3
2019-07-31 10:58:34.0,7.76,2019-07-31 10:58:34.0,13.37,2019-07-31 10:58:34.0,12.13,2019-07-31 10:58:34.0,12.89,2019-07-31 10:58:34.0,10.1,2019-07-31 10:58:34.0,8.29
2019-07-31 11:28:34.0,7.41,2019-07-31 11:28:34.0,13.33,2019-07-31 11:28:34.0,12.1,2019-07-31 11:28:34.0,12.88,2019-07-31 11:28:34.0,10.09,2019-07-31 11:28:34.0,8.3
2019-07-31 11:58:34.0,7.34,2019-07-31 11:58:34.0,13.29,2019-07-31 11:58:34.0,12.08,2019-07-31 11:58:34.0,12.87,2019-07-31 11:58:34.0,10.09,2019-07-31 11:58:34.0,8.3
2019-07-31 12:28:34.0,7.18,2019-07-31 12:28:34.0,13.25,2019-07-31 12:28:34.0,12.07,2019-07-31 12:28:34.0,12.86,2019-07-31 12:28:34.0,10.08,2019-07-31 12:28:34.0,8.3
2019-07-31 12:58:34.0,7.08,2019-07-31 12:58:34.0,13.21,2019-07-31 12:58:34.0,12.05,2019-07-31 12:58:34.0,12.84,2019-07-31 12:58:34.0,10.08,2019-07-31 12:58:34.0,8.3
2019-07-31 13:28:34.0,7,2019-07-31 13:28:34.0,13.18,2019-07-31 13:28:34.0,12.02,2019-07-31 13:28:34.0,12.84,2019-07-31 13:28:34.0,10.08,2019-07-31 13:28:34.0,8.3
2019-07-31 13:58:44.0,6.93,2019-07-31 13:58:44.0,13.15,2019-07-31 13:58:44.0,12,2019-07-31 13:58:44.0,12.82,2019-07-31 13:58:44.0,10.08,2019-07-31 13:58:44.0,8.3
2019-07-31 14:28:42.0,6.82,2019-07-31 14:28:42.0,13.11,2019-07-31 14:28:42.0,11.98,2019-07-31 14:28:42.0,12.82,2019-07-31 14:28:42.0,10.08,2019-07-31 14:28:42.0,8.3
2019-07-31 14:58:42.0,6.73,2019-07-31 14:58:42.0,13.07,2019-07-31 14:58:42.0,11.96,2019-07-31 14:58:42.0,12.8,2019-07-31 14:58:42.0,10.08,2019-07-31 14:58:42.0,8.3
2019-07-31 15:28:42.0,6.65,2019-07-31 15:28:42.0,13.01,2019-07-31 15:28:42.0,11.92,2019-07-31 15:28:42.0,12.78,2019-07-31 15:28:42.0,10.08,2019-07-31 15:28:42.0,8.3
2019-07-31 15:58:42.0,6.56,2019-07-31 15:58:42.0,12.94,2019-07-31 15:58:42.0,11.91,2019-07-31 15:58:42.0,12.77,2019-07-31 15:58:42.0,10.07,2019-07-31 15:58:42.0,8.3
2019-07-31 16:28:42.0,6.45,2019-07-31 16:28:42.0,12.88,2019-07-31 16:28:42.0,11.88,2019-07-31 16:28:42.0,12.76,2019-07-31 16:28:42.0,10.07,2019-07-31 16:28:42.0,8.3
2019-07-31 16:58:50.0,6.37,2019-07-31 16:58:50.0,12.8,2019-07-31 16:58:50.0,11.85,2019-07-31 16:58:50.0,12.74,2019-07-31 16:58:50.0,10.06,2019-07-31 16:58:50.0,8.3
2019-07-31 17:28:50.0,6.3,2019-07-31 17:28:50.0,12.7,2019-07-31 17:28:50.0,11.83,2019-07-31 17:28:50.0,12.73,2019-07-31 17:28:50.0,10.06,2019-07-31 17:28:50.0,8.3
2019-07-31 17:58:50.0,6.24,2019-07-31 17:58:50.0,12.6,2019-07-31 17:58:50.0,11.79,2019-07-31 17:58:50.0,12.72,2019-07-31 17:58:50.0,10.06,2019-07-31 17:58:50.0,8.3
2019-07-31 18:28:50.0,6.17,2019-07-31 18:28:50.0,12.54,2019-07-31 18:28:50.0,11.77,2019-07-31 18:28:50.0,12.71,2019-07-31 18:28:50.0,10.05,2019-07-31 18:28:50.0,8.3
2019-07-31 18:58:50.0,6.11,2019-07-31 18:58:50.0,12.49,2019-07-31 18:58:50.0,11.75,2019-07-31 18:58:50.0,12.69,2019-07-31 18:58:50.0,10.04,2019-07-31 18:58:50.0,8.3
2019-07-31 19:28:50.0,6.07,2019-07-31 19:28:50.0,12.45,2019-07-31 19:28:50.0,11.72,2019-07-31 19:28:50.0,12.69,2019-07-31 19:28:50.0,10.04,2019-07-31 19:28:50.0,8.3
2019-07-31 19:58:58.0,6.02,2019-07-31 19:58:58.0,12.41,2019-07-31 19:58:58.0,11.7,2019-07-31 19:58:58.0,12.68,2019-07-31 19:58:58.0,10.04,2019-07-31 19:58:58.0,8.3
2019-07-31 20:28:58.0,5.96,2019-07-31 20:28:58.0,12.39,2019-07-31 20:28:58.0,11.67,2019-07-31 20:28:58.0,12.67,2019-07-31 20:28:58.0,10.04,2019-07-31 20:28:58.0,8.3
2019-07-31 20:58:58.0,5.92,2019-07-31 20:58:58.0,12.35,2019-07-31 20:58:58.0,11.65,2019-07-31 20:58:58.0,12.66,2019-07-31 20:58:58.0,10.04,2019-07-31 20:58:58.0,8.29
2019-07-31 21:28:58.0,5.91,2019-07-31 21:28:58.0,12.33,2019-07-31 21:28:58.0,11.62,2019-07-31 21:28:58.0,12.64,2019-07-31 21:28:58.0,10.03,2019-07-31 21:28:58.0,8.29
2019-07-31 21:58:58.0,5.85,2019-07-31 21:58:58.0,12.33,2019-07-31 21:58:58.0,11.61,2019-07-31 21:58:58.0,12.63,2019-07-31 21:58:58.0,10.02,2019-07-31 21:58:58.0,8.3
2019-07-31 22:28:58.0,5.82,2019-07-31 22:28:58.0,12.31,2019-07-31 22:28:58.0,11.58,2019-07-31 22:28:58.0,12.62,2019-07-31 22:28:58.0,10.02,2019-07-31 22:28:58.0,8.29
2019-07-31 22:58:58.0,5.8,2019-07-31 22:58:58.0,12.35,2019-07-31 22:58:58.0,11.56,2019-07-31 22:58:58.0,12.62,2019-07-31 22:58:58.0,10.02,2019-07-31 22:58:58.0,8.29
2019-07-31 23:29:06.0,5.77,2019-07-31 23:29:06.0,12.27,2019-07-31 23:29:06.0,11.54,2019-07-31 23:29:06.0,12.61,2019-07-31 23:29:06.0,10.01,2019-07-31 23:29:06.0,8.29
2019-07-31 23:59:06.0,6.25,2019-07-31 23:59:06.0,12.29,2019-07-31 23:59:06.0,11.48,2019-07-31 23:59:06.0,12.61,2019-07-31 23:59:06.0,10.09,2019-07-31 23:59:06.0,8.4
2019-08-01 00:29:06.0,8.81,2019-08-01 00:29:06.0,12.85,2019-08-01 00:29:06.0,11.48,2019-08-01 00:29:06.0,12.6,2019-08-01 00:29:06.0,10.06,2019-08-01 00:29:06.0,8.37
2019-08-01 00:59:06.0,9.12,2019-08-01 00:59:06.0,13.14,2019-08-01 00:59:06.0,11.63,2019-08-01 00:59:06.0,12.6,2019-08-01 00:59:06.0,10.06,2019-08-01 00:59:06.0,8.36
2019-08-01 01:29:06.0,9.31,2019-08-01 01:29:06.0,13.38,2019-08-01 01:29:06.0,11.86,2019-08-01 01:29:06.0,12.61,2019-08-01 01:29:06.0,10.04,2019-08-01 01:29:06.0,8.36
2019-08-01 01:59:06.0,9.51,2019-08-01 01:59:06.0,13.57,2019-08-01 01:59:06.0,12.07,2019-08-01 01:59:06.0,12.61,2019-08-01 01:59:06.0,10.04,2019-08-01 01:59:06.0,8.35
2019-08-01 02:29:18.0,9.66,2019-08-01 02:29:18.0,13.71,2019-08-01 02:29:18.0,12.26,2019-08-01 02:29:18.0,12.61,2019-08-01 02:29:18.0,10.04,2019-08-01 02:29:18.0,8.35
2019-08-01 02:59:18.0,9.8,2019-08-01 02:59:18.0,13.71,2019-08-01 02:59:18.0,12.4,2019-08-01 02:59:18.0,12.62,2019-08-01 02:59:18.0,10.04,2019-08-01 02:59:18.0,8.35
2019-08-01 03:29:18.0,9.95,2019-08-01 03:29:18.0,13.73,2019-08-01 03:29:18.0,12.51,2019-08-01 03:29:18.0,12.62,2019-08-01 03:29:18.0,10.03,2019-08-01 03:29:18.0,8.35
2019-08-01 03:59:18.0,10.05,2019-08-01 03:59:18.0,13.75,2019-08-01 03:59:18.0,12.59,2019-08-01 03:59:18.0,12.62,2019-08-01 03:59:18.0,10.03,2019-08-01 03:59:18.0,8.35
2019-08-01 04:29:18.0,10.13,2019-08-01 04:29:18.0,13.82,2019-08-01 04:29:18.0,12.68,2019-08-01 04:29:18.0,12.63,2019-08-01 04:29:18.0,10.02,2019-08-01 04:29:18.0,8.35
2019-08-01 04:59:18.0,10.21,2019-08-01 04:59:18.0,13.93,2019-08-01 04:59:18.0,12.75,2019-08-01 04:59:18.0,12.64,2019-08-01 04:59:18.0,10.02,2019-08-01 04:59:18.0,8.35
2019-08-01 05:29:30.0,10.3,2019-08-01 05:29:30.0,14.02,2019-08-01 05:29:30.0,12.81,2019-08-01 05:29:30.0,12.65,2019-08-01 05:29:30.0,10.01,2019-08-01 05:29:30.0,8.34
2019-08-01 05:59:30.0,10.38,2019-08-01 05:59:30.0,14.01,2019-08-01 05:59:30.0,12.86,2019-08-01 05:59:30.0,12.65,2019-08-01 05:59:30.0,10.01,2019-08-01 05:59:30.0,8.34
2019-08-01 06:29:30.0,10.43,2019-08-01 06:29:30.0,14.04,2019-08-01 06:29:30.0,12.9,2019-08-01 06:29:30.0,12.66,2019-08-01 06:29:30.0,10.01,2019-08-01 06:29:30.0,8.35
2019-08-01 06:59:30.0,10.49,2019-08-01 06:59:30.0,14.16,2019-08-01 06:59:30.0,12.92,2019-08-01 06:59:30.0,12.67,2019-08-01 06:59:30.0,10,2019-08-01 06:59:30.0,8.34
2019-08-01 07:29:30.0,10.54,2019-08-01 07:29:30.0,14.2,2019-08-01 07:29:30.0,12.95,2019-08-01 07:29:30.0,12.68,2019-08-01 07:29:30.0,10,2019-08-01 07:29:30.0,8.34
2019-08-01 07:59:30.0,10.59,2019-08-01 07:59:30.0,14.23,2019-08-01 07:59:30.0,12.97,2019-08-01 07:59:30.0,12.69,2019-08-01 07:59:30.0,10,2019-08-01 07:59:30.0,8.34
2019-08-01 08:29:38.0,10.62,2019-08-01 08:29:38.0,14.25,2019-08-01 08:29:38.0,12.97,2019-08-01 08:29:38.0,12.69,2019-08-01 08:29:38.0,10,2019-08-01 08:29:38.0,8.34
2019-08-01 08:59:38.0,10.65,2019-08-01 08:59:38.0,14.27,2019-08-01 08:59:38.0,12.98,2019-08-01 08:59:38.0,12.7,2019-08-01 08:59:38.0,9.99,2019-08-01 08:59:38.0,8.34
2019-08-01 09:29:38.0,10.68,2019-08-01 09:29:38.0,14.31,2019-08-01 09:29:38.0,12.98,2019-08-01 09:29:38.0,12.71,2019-08-01 09:29:38.0,9.99,2019-08-01 09:29:38.0,8.34
2019-08-01 09:59:38.0,10.69,2019-08-01 09:59:38.0,14.31,2019-08-01 09:59:38.0,12.98,2019-08-01 09:59:38.0,12.71,2019-08-01 09:59:38.0,9.98,2019-08-01 09:59:38.0,8.34
2019-08-01 10:29:38.0,10.66,2019-08-01 10:29:38.0,14.32,2019-08-01 10:29:38.0,12.97,2019-08-01 10:29:38.0,12.72,2019-08-01 10:29:38.0,9.99,2019-08-01 10:29:38.0,8.33
2019-08-01 10:59:38.0,10.62,2019-08-01 10:59:38.0,14.29,2019-08-01 10:59:38.0,12.95,2019-08-01 10:59:38.0,12.72,2019-08-01 10:59:38.0,9.98,2019-08-01 10:59:38.0,8.33
2019-08-01 11:29:46.0,10.56,2019-08-01 11:29:46.0,14.29,2019-08-01 11:29:46.0,12.94,2019-08-01 11:29:46.0,12.72,2019-08-01 11:29:46.0,9.99,2019-08-01 11:29:46.0,8.33
2019-08-01 11:59:46.0,10.47,2019-08-01 11:59:46.0,14.22,2019-08-01 11:59:46.0,12.91,2019-08-01 11:59:46.0,12.72,2019-08-01 11:59:46.0,9.98,2019-08-01 11:59:46.0,8.33
2019-08-01 12:29:46.0,10.34,2019-08-01 12:29:46.0,14.16,2019-08-01 12:29:46.0,12.87,2019-08-01 12:29:46.0,12.71,2019-08-01 12:29:46.0,9.98,2019-08-01 12:29:46.0,8.33
2019-08-01 12:59:46.0,10.2,2019-08-01 12:59:46.0,14.05,2019-08-01 12:59:46.0,12.82,2019-08-01 12:59:46.0,12.72,2019-08-01 12:59:46.0,9.98,2019-08-01 12:59:46.0,8.33
2019-08-01 13:29:46.0,10.05,2019-08-01 13:29:46.0,13.97,2019-08-01 13:29:46.0,12.78,2019-08-01 13:29:46.0,12.72,2019-08-01 13:29:46.0,9.98,2019-08-01 13:29:46.0,8.32
2019-08-01 13:59:46.0,9.91,2019-08-01 13:59:46.0,13.95,2019-08-01 13:59:46.0,12.74,2019-08-01 13:59:46.0,12.72,2019-08-01 13:59:46.0,9.98,2019-08-01 13:59:46.0,8.32
2019-08-01 14:29:54.0,9.74,2019-08-01 14:29:54.0,14.02,2019-08-01 14:29:54.0,12.69,2019-08-01 14:29:54.0,12.71,2019-08-01 14:29:54.0,9.97,2019-08-01 14:29:54.0,8.32
2019-08-01 14:59:54.0,9.54,2019-08-01 14:59:54.0,13.99,2019-08-01 14:59:54.0,12.64,2019-08-01 14:59:54.0,12.71,2019-08-01 14:59:54.0,9.97,2019-08-01 14:59:54.0,8.31
2019-08-01 15:29:54.0,9.31,2019-08-01 15:29:54.0,13.94,2019-08-01 15:29:54.0,12.59,2019-08-01 15:29:54.0,12.71,2019-08-01 15:29:54.0,9.97,2019-08-01 15:29:54.0,8.31
2019-08-01 15:59:54.0,9.1,2019-08-01 15:59:54.0,13.88,2019-08-01 15:59:54.0,12.55,2019-08-01 15:59:54.0,12.71,2019-08-01 15:59:54.0,9.97,2019-08-01 15:59:54.0,8.31
2019-08-01 16:29:54.0,8.76,2019-08-01 16:29:54.0,13.81,2019-08-01 16:29:54.0,12.52,2019-08-01 16:29:54.0,12.7,2019-08-01 16:29:54.0,9.97,2019-08-01 16:29:54.0,8.31
2019-08-01 16:59:54.0,8.59,2019-08-01 16:59:54.0,13.75,2019-08-01 16:59:54.0,12.47,2019-08-01 16:59:54.0,12.7,2019-08-01 16:59:54.0,9.96,2019-08-01 16:59:54.0,8.31
2019-08-01 17:30:04.0,8.53,2019-08-01 17:30:04.0,13.69,2019-08-01 17:30:04.0,12.43,2019-08-01 17:30:04.0,12.69,2019-08-01 17:30:04.0,9.96,2019-08-01 17:30:04.0,8.3
2019-08-01 18:00:04.0,8.37,2019-08-01 18:00:04.0,13.62,2019-08-01 18:00:04.0,12.4,2019-08-01 18:00:04.0,12.68,2019-08-01 18:00:04.0,9.95,2019-08-01 18:00:04.0,8.3
2019-08-01 18:30:04.0,8.25,2019-08-01 18:30:04.0,13.55,2019-08-01 18:30:04.0,12.36,2019-08-01 18:30:04.0,12.67,2019-08-01 18:30:04.0,9.95,2019-08-01 18:30:04.0,8.3
2019-08-01 19:00:04.0,8.13,2019-08-01 19:00:04.0,13.5,2019-08-01 19:00:04.0,12.32,2019-08-01 19:00:04.0,12.66,2019-08-01 19:00:04.0,9.95,2019-08-01 19:00:04.0,8.3
2019-08-01 19:30:04.0,8.02,2019-08-01 19:30:04.0,13.45,2019-08-01 19:30:04.0,12.28,2019-08-01 19:30:04.0,12.65,2019-08-01 19:30:04.0,9.94,2019-08-01 19:30:04.0,8.3
2019-08-01 20:00:04.0,7.9,2019-08-01 20:00:04.0,13.42,2019-08-01 20:00:04.0,12.24,2019-08-01 20:00:04.0,12.64,2019-08-01 20:00:04.0,9.94,2019-08-01 20:00:04.0,8.3
2019-08-01 20:30:16.0,7.8,2019-08-01 20:30:16.0,13.38,2019-08-01 20:30:16.0,12.22,2019-08-01 20:30:16.0,12.64,2019-08-01 20:30:16.0,9.94,2019-08-01 20:30:16.0,8.3
2019-08-01 21:00:16.0,7.76,2019-08-01 21:00:16.0,13.34,2019-08-01 21:00:16.0,12.2,2019-08-01 21:00:16.0,12.63,2019-08-01 21:00:16.0,9.94,2019-08-01 21:00:16.0,8.3
2019-08-01 21:30:16.0,7.75,2019-08-01 21:30:16.0,13.31,2019-08-01 21:30:16.0,12.17,2019-08-01 21:30:16.0,12.63,2019-08-01 21:30:16.0,9.94,2019-08-01 21:30:16.0,8.3
2019-08-01 22:00:16.0,7.71,2019-08-01 22:00:16.0,13.28,2019-08-01 22:00:16.0,12.15,2019-08-01 22:00:16.0,12.62,2019-08-01 22:00:16.0,9.94,2019-08-01 22:00:16.0,8.3
2019-08-01 22:30:16.0,7.61,2019-08-01 22:30:16.0,13.26,2019-08-01 22:30:16.0,12.13,2019-08-01 22:30:16.0,12.61,2019-08-01 22:30:16.0,9.93,2019-08-01 22:30:16.0,8.3
2019-08-01 23:00:16.0,7.62,2019-08-01 23:00:16.0,13.24,2019-08-01 23:00:16.0,12.12,2019-08-01 23:00:16.0,12.61,2019-08-01 23:00:16.0,9.93,2019-08-01 23:00:16.0,8.29
2019-08-01 23:30:26.0,7.55,2019-08-01 23:30:26.0,13.23,2019-08-01 23:30:26.0,12.1,2019-08-01 23:30:26.0,12.61,2019-08-01 23:30:26.0,9.93,2019-08-01 23:30:26.0,8.3
2019-08-02 00:00:26.0,7.53,2019-08-02 00:00:26.0,13.2,2019-08-02 00:00:26.0,12.08,2019-08-02 00:00:26.0,12.6,2019-08-02 00:00:26.0,9.93,2019-08-02 00:00:26.0,8.29
2019-08-02 00:30:26.0,7.54,2019-08-02 00:30:26.0,13.18,2019-08-02 00:30:26.0,12.07,2019-08-02 00:30:26.0,12.6,2019-08-02 00:30:26.0,9.93,2019-08-02 00:30:26.0,8.29
2019-08-02 01:00:26.0,7.53,2019-08-02 01:00:26.0,13.17,2019-08-02 01:00:26.0,12.06,2019-08-02 01:00:26.0,12.59,2019-08-02 01:00:26.0,9.92,2019-08-02 01:00:26.0,8.29
