1167 Eucaliptos Sul - SoilR40 A 10 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 20 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 30 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 40 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 50 cm #1201[%],,1167 Eucaliptos Sul - SoilR40 A 60 cm #1201[%],
2020-08-28 12:48:50.0,6.23,2020-08-28 09:48:42.0,6.13,2020-08-28 09:48:42.0,12.42,2020-08-28 09:48:42.0,15.53,2020-08-28 09:48:42.0,17.43,2020-08-28 09:48:42.0,13.69
2020-08-28 13:18:58.0,6.23,2020-08-28 10:18:50.0,6.13,2020-08-28 10:18:50.0,12.42,2020-08-28 10:18:50.0,15.53,2020-08-28 10:18:50.0,17.36,2020-08-28 10:18:50.0,13.69
2020-08-28 13:48:58.0,6.23,2020-08-28 10:48:50.0,6.13,2020-08-28 10:48:50.0,12.42,2020-08-28 10:48:50.0,15.53,2020-08-28 10:48:50.0,17.35,2020-08-28 10:48:50.0,13.68
2020-08-28 14:18:58.0,6.23,2020-08-28 11:18:50.0,6.13,2020-08-28 11:18:50.0,12.42,2020-08-28 11:18:50.0,15.53,2020-08-28 11:18:50.0,17.35,2020-08-28 11:18:50.0,13.69
2020-08-28 14:48:58.0,6.23,2020-08-28 11:48:50.0,6.13,2020-08-28 11:48:50.0,12.43,2020-08-28 11:48:50.0,15.53,2020-08-28 11:48:50.0,17.43,2020-08-28 11:48:50.0,13.69
2020-08-28 15:18:58.0,6.22,2020-08-28 12:18:50.0,6.12,2020-08-28 12:18:50.0,12.42,2020-08-28 12:18:50.0,15.53,2020-08-28 12:18:50.0,17.49,2020-08-28 12:18:50.0,13.69
2020-08-28 15:48:58.0,6.21,2020-08-28 12:48:50.0,6.11,2020-08-28 12:48:50.0,12.43,2020-08-28 12:48:50.0,15.53,2020-08-28 12:48:50.0,17.51,2020-08-28 12:48:50.0,13.68
2020-08-28 16:19:24.0,6.2,2020-08-28 13:18:58.0,6.1,2020-08-28 13:18:58.0,12.43,2020-08-28 13:18:58.0,15.53,2020-08-28 13:18:58.0,17.37,2020-08-28 13:18:58.0,13.68
2020-08-28 16:49:08.0,6.18,2020-08-28 13:48:58.0,6.09,2020-08-28 13:48:58.0,12.43,2020-08-28 13:48:58.0,15.53,2020-08-28 13:48:58.0,17.53,2020-08-28 13:48:58.0,13.68
2020-08-28 17:19:08.0,6.16,2020-08-28 14:18:58.0,6.06,2020-08-28 14:18:58.0,12.44,2020-08-28 14:18:58.0,15.53,2020-08-28 14:18:58.0,17.53,2020-08-28 14:18:58.0,13.68
2020-08-28 17:49:08.0,6.14,2020-08-28 14:48:58.0,6.04,2020-08-28 14:48:58.0,12.43,2020-08-28 14:48:58.0,15.54,2020-08-28 14:48:58.0,17.53,2020-08-28 14:48:58.0,13.68
2020-08-28 18:19:08.0,6.12,2020-08-28 15:18:58.0,6.04,2020-08-28 15:18:58.0,12.43,2020-08-28 15:18:58.0,15.53,2020-08-28 15:18:58.0,17.52,2020-08-28 15:18:58.0,13.68
2020-08-28 18:49:08.0,6.1,2020-08-28 15:48:58.0,6.02,2020-08-28 15:48:58.0,12.43,2020-08-28 15:48:58.0,15.53,2020-08-28 15:48:58.0,17.38,2020-08-28 15:48:58.0,13.67
2020-08-28 19:19:08.0,6.09,2020-08-28 16:19:24.0,6,2020-08-28 16:19:24.0,12.43,2020-08-28 16:19:24.0,15.53,2020-08-28 16:19:24.0,17.52,2020-08-28 16:19:24.0,13.68
2020-08-28 19:49:18.0,6.08,2020-08-28 16:49:08.0,5.98,2020-08-28 16:49:08.0,12.42,2020-08-28 16:49:08.0,15.53,2020-08-28 16:49:08.0,17.43,2020-08-28 16:49:08.0,13.67
2020-08-28 20:19:18.0,6.06,2020-08-28 17:19:08.0,5.97,2020-08-28 17:19:08.0,12.42,2020-08-28 17:19:08.0,15.53,2020-08-28 17:19:08.0,17.52,2020-08-28 17:19:08.0,13.67
2020-08-28 20:49:18.0,6.06,2020-08-28 17:49:08.0,5.95,2020-08-28 17:49:08.0,12.41,2020-08-28 17:49:08.0,15.52,2020-08-28 17:49:08.0,17.52,2020-08-28 17:49:08.0,13.66
2020-08-28 21:19:18.0,6.05,2020-08-28 18:19:08.0,5.94,2020-08-28 18:19:08.0,12.41,2020-08-28 18:19:08.0,15.52,2020-08-28 18:19:08.0,17.5,2020-08-28 18:19:08.0,13.66
2020-08-28 21:49:18.0,6.05,2020-08-28 18:49:08.0,5.93,2020-08-28 18:49:08.0,12.4,2020-08-28 18:49:08.0,15.52,2020-08-28 18:49:08.0,17.44,2020-08-28 18:49:08.0,13.66
2020-08-28 22:19:18.0,6.05,2020-08-28 19:19:08.0,5.91,2020-08-28 19:19:08.0,12.4,2020-08-28 19:19:08.0,15.51,2020-08-28 19:19:08.0,17.33,2020-08-28 19:19:08.0,13.65
2020-08-28 22:49:28.0,6.05,2020-08-28 19:49:18.0,5.9,2020-08-28 19:49:18.0,12.39,2020-08-28 19:49:18.0,15.51,2020-08-28 19:49:18.0,17.38,2020-08-28 19:49:18.0,13.65
2020-08-28 23:19:28.0,6.05,2020-08-28 20:19:18.0,5.89,2020-08-28 20:19:18.0,12.38,2020-08-28 20:19:18.0,15.51,2020-08-28 20:19:18.0,17.43,2020-08-28 20:19:18.0,13.65
2020-08-28 23:49:28.0,6.05,2020-08-28 20:49:18.0,5.88,2020-08-28 20:49:18.0,12.38,2020-08-28 20:49:18.0,15.5,2020-08-28 20:49:18.0,17.43,2020-08-28 20:49:18.0,13.65
2020-08-29 00:19:28.0,6.05,2020-08-28 21:19:18.0,5.88,2020-08-28 21:19:18.0,12.37,2020-08-28 21:19:18.0,15.5,2020-08-28 21:19:18.0,17.42,2020-08-28 21:19:18.0,13.64
2020-08-29 00:49:28.0,6.06,2020-08-28 21:49:18.0,5.87,2020-08-28 21:49:18.0,12.36,2020-08-28 21:49:18.0,15.49,2020-08-28 21:49:18.0,17.42,2020-08-28 21:49:18.0,13.65
2020-08-29 01:19:28.0,6.06,2020-08-28 22:19:18.0,5.87,2020-08-28 22:19:18.0,12.36,2020-08-28 22:19:18.0,15.49,2020-08-28 22:19:18.0,17.42,2020-08-28 22:19:18.0,13.65
2020-08-29 01:49:34.0,6.06,2020-08-28 22:49:28.0,5.86,2020-08-28 22:49:28.0,12.35,2020-08-28 22:49:28.0,15.48,2020-08-28 22:49:28.0,17.42,2020-08-28 22:49:28.0,13.64
2020-08-29 02:19:34.0,6.06,2020-08-28 23:19:28.0,5.86,2020-08-28 23:19:28.0,12.34,2020-08-28 23:19:28.0,15.48,2020-08-28 23:19:28.0,17.41,2020-08-28 23:19:28.0,13.64
2020-08-29 02:49:34.0,6.06,2020-08-28 23:49:28.0,5.86,2020-08-28 23:49:28.0,12.34,2020-08-28 23:49:28.0,15.48,2020-08-28 23:49:28.0,17.41,2020-08-28 23:49:28.0,13.64
2020-08-29 03:19:34.0,6.06,2020-08-29 00:19:28.0,5.86,2020-08-29 00:19:28.0,12.33,2020-08-29 00:19:28.0,15.47,2020-08-29 00:19:28.0,17.42,2020-08-29 00:19:28.0,13.64
2020-08-29 03:49:34.0,6.06,2020-08-29 00:49:28.0,5.86,2020-08-29 00:49:28.0,12.33,2020-08-29 00:49:28.0,15.47,2020-08-29 00:49:28.0,17.42,2020-08-29 00:49:28.0,13.64
2020-08-29 04:19:34.0,6.06,2020-08-29 01:19:28.0,5.87,2020-08-29 01:19:28.0,12.33,2020-08-29 01:19:28.0,15.47,2020-08-29 01:19:28.0,17.41,2020-08-29 01:19:28.0,13.64
2020-08-29 04:49:42.0,6.07,2020-08-29 01:49:34.0,5.87,2020-08-29 01:49:34.0,12.32,2020-08-29 01:49:34.0,15.47,2020-08-29 01:49:34.0,17.41,2020-08-29 01:49:34.0,13.64
2020-08-29 05:19:42.0,6.07,2020-08-29 02:19:34.0,5.87,2020-08-29 02:19:34.0,12.32,2020-08-29 02:19:34.0,15.46,2020-08-29 02:19:34.0,17.42,2020-08-29 02:19:34.0,13.64
2020-08-29 05:49:42.0,6.07,2020-08-29 02:49:34.0,5.87,2020-08-29 02:49:34.0,12.32,2020-08-29 02:49:34.0,15.46,2020-08-29 02:49:34.0,17.42,2020-08-29 02:49:34.0,13.64
2020-08-29 06:19:42.0,6.07,2020-08-29 03:19:34.0,5.87,2020-08-29 03:19:34.0,12.31,2020-08-29 03:19:34.0,15.47,2020-08-29 03:19:34.0,17.42,2020-08-29 03:19:34.0,13.64
2020-08-29 06:49:42.0,6.08,2020-08-29 03:49:34.0,5.88,2020-08-29 03:49:34.0,12.31,2020-08-29 03:49:34.0,15.46,2020-08-29 03:49:34.0,17.43,2020-08-29 03:49:34.0,13.64
2020-08-29 07:19:42.0,6.08,2020-08-29 04:19:34.0,5.88,2020-08-29 04:19:34.0,12.31,2020-08-29 04:19:34.0,15.46,2020-08-29 04:19:34.0,17.42,2020-08-29 04:19:34.0,13.64
2020-08-29 07:49:50.0,6.08,2020-08-29 04:49:42.0,5.88,2020-08-29 04:49:42.0,12.31,2020-08-29 04:49:42.0,15.46,2020-08-29 04:49:42.0,17.42,2020-08-29 04:49:42.0,13.64
2020-08-29 08:19:50.0,6.09,2020-08-29 05:19:42.0,5.89,2020-08-29 05:19:42.0,12.3,2020-08-29 05:19:42.0,15.46,2020-08-29 05:19:42.0,17.42,2020-08-29 05:19:42.0,13.64
2020-08-29 08:49:50.0,6.09,2020-08-29 05:49:42.0,5.89,2020-08-29 05:49:42.0,12.3,2020-08-29 05:49:42.0,15.46,2020-08-29 05:49:42.0,17.42,2020-08-29 05:49:42.0,13.64
2020-08-29 09:19:50.0,6.09,2020-08-29 06:19:42.0,5.9,2020-08-29 06:19:42.0,12.3,2020-08-29 06:19:42.0,15.46,2020-08-29 06:19:42.0,17.41,2020-08-29 06:19:42.0,13.63
2020-08-29 09:49:50.0,6.09,2020-08-29 06:49:42.0,5.91,2020-08-29 06:49:42.0,12.3,2020-08-29 06:49:42.0,15.46,2020-08-29 06:49:42.0,17.42,2020-08-29 06:49:42.0,13.63
2020-08-29 10:19:50.0,6.1,2020-08-29 07:19:42.0,5.91,2020-08-29 07:19:42.0,12.3,2020-08-29 07:19:42.0,15.47,2020-08-29 07:19:42.0,17.42,2020-08-29 07:19:42.0,13.63
2020-08-29 10:49:58.0,6.1,2020-08-29 07:49:50.0,5.92,2020-08-29 07:49:50.0,12.3,2020-08-29 07:49:50.0,15.46,2020-08-29 07:49:50.0,17.42,2020-08-29 07:49:50.0,13.62
2020-08-29 11:19:58.0,6.1,2020-08-29 08:19:50.0,5.92,2020-08-29 08:19:50.0,12.3,2020-08-29 08:19:50.0,15.47,2020-08-29 08:19:50.0,17.36,2020-08-29 08:19:50.0,13.63
2020-08-29 11:49:58.0,6.1,2020-08-29 08:49:50.0,5.92,2020-08-29 08:49:50.0,12.3,2020-08-29 08:49:50.0,15.47,2020-08-29 08:49:50.0,17.29,2020-08-29 08:49:50.0,13.63
2020-08-29 12:19:58.0,6.11,2020-08-29 09:19:50.0,5.93,2020-08-29 09:19:50.0,12.3,2020-08-29 09:19:50.0,15.47,2020-08-29 09:19:50.0,17.27,2020-08-29 09:19:50.0,13.63
2020-08-29 12:49:58.0,6.11,2020-08-29 09:49:50.0,5.92,2020-08-29 09:49:50.0,12.3,2020-08-29 09:49:50.0,15.47,2020-08-29 09:49:50.0,17.26,2020-08-29 09:49:50.0,13.63
2020-08-29 13:19:58.0,6.12,2020-08-29 10:19:50.0,5.92,2020-08-29 10:19:50.0,12.3,2020-08-29 10:19:50.0,15.47,2020-08-29 10:19:50.0,17.33,2020-08-29 10:19:50.0,13.63
2020-08-29 13:50:08.0,6.12,2020-08-29 10:49:58.0,5.91,2020-08-29 10:49:58.0,12.3,2020-08-29 10:49:58.0,15.47,2020-08-29 10:49:58.0,17.4,2020-08-29 10:49:58.0,13.64
2020-08-29 14:20:08.0,6.11,2020-08-29 11:19:58.0,5.91,2020-08-29 11:19:58.0,12.31,2020-08-29 11:19:58.0,15.47,2020-08-29 11:19:58.0,17.36,2020-08-29 11:19:58.0,13.63
2020-08-29 14:50:08.0,6.1,2020-08-29 11:49:58.0,5.9,2020-08-29 11:49:58.0,12.31,2020-08-29 11:49:58.0,15.47,2020-08-29 11:49:58.0,17.39,2020-08-29 11:49:58.0,13.63
2020-08-29 15:20:08.0,6.1,2020-08-29 12:19:58.0,5.9,2020-08-29 12:19:58.0,12.31,2020-08-29 12:19:58.0,15.48,2020-08-29 12:19:58.0,17.38,2020-08-29 12:19:58.0,13.63
2020-08-29 15:50:08.0,6.09,2020-08-29 12:49:58.0,5.89,2020-08-29 12:49:58.0,12.31,2020-08-29 12:49:58.0,15.48,2020-08-29 12:49:58.0,17.44,2020-08-29 12:49:58.0,13.63
2020-08-29 16:20:08.0,6.07,2020-08-29 13:19:58.0,5.88,2020-08-29 13:19:58.0,12.31,2020-08-29 13:19:58.0,15.48,2020-08-29 13:19:58.0,17.45,2020-08-29 13:19:58.0,13.63
2020-08-29 16:50:16.0,6.05,2020-08-29 13:50:08.0,5.87,2020-08-29 13:50:08.0,12.31,2020-08-29 13:50:08.0,15.49,2020-08-29 13:50:08.0,17.4,2020-08-29 13:50:08.0,13.63
2020-08-29 17:20:16.0,6.03,2020-08-29 14:20:08.0,5.86,2020-08-29 14:20:08.0,12.3,2020-08-29 14:20:08.0,15.49,2020-08-29 14:20:08.0,17.26,2020-08-29 14:20:08.0,13.62
2020-08-29 17:50:16.0,6.01,2020-08-29 14:50:08.0,5.86,2020-08-29 14:50:08.0,12.3,2020-08-29 14:50:08.0,15.48,2020-08-29 14:50:08.0,17.21,2020-08-29 14:50:08.0,13.62
2020-08-29 18:20:16.0,5.99,2020-08-29 15:20:08.0,5.84,2020-08-29 15:20:08.0,12.3,2020-08-29 15:20:08.0,15.49,2020-08-29 15:20:08.0,17.25,2020-08-29 15:20:08.0,13.62
2020-08-29 18:50:16.0,5.98,2020-08-29 15:50:08.0,5.83,2020-08-29 15:50:08.0,12.3,2020-08-29 15:50:08.0,15.48,2020-08-29 15:50:08.0,17.21,2020-08-29 15:50:08.0,13.62
2020-08-29 19:20:16.0,5.97,2020-08-29 16:20:08.0,5.82,2020-08-29 16:20:08.0,12.3,2020-08-29 16:20:08.0,15.48,2020-08-29 16:20:08.0,17.18,2020-08-29 16:20:08.0,13.62
2020-08-29 19:50:24.0,5.96,2020-08-29 16:50:16.0,5.81,2020-08-29 16:50:16.0,12.29,2020-08-29 16:50:16.0,15.48,2020-08-29 16:50:16.0,17.23,2020-08-29 16:50:16.0,13.62
2020-08-29 20:20:24.0,5.95,2020-08-29 17:20:16.0,5.8,2020-08-29 17:20:16.0,12.29,2020-08-29 17:20:16.0,15.48,2020-08-29 17:20:16.0,17.38,2020-08-29 17:20:16.0,13.61
2020-08-29 20:50:24.0,5.95,2020-08-29 17:50:16.0,5.78,2020-08-29 17:50:16.0,12.29,2020-08-29 17:50:16.0,15.48,2020-08-29 17:50:16.0,17.41,2020-08-29 17:50:16.0,13.61
2020-08-29 21:20:24.0,5.94,2020-08-29 18:20:16.0,5.77,2020-08-29 18:20:16.0,12.28,2020-08-29 18:20:16.0,15.47,2020-08-29 18:20:16.0,17.42,2020-08-29 18:20:16.0,13.61
2020-08-29 21:50:24.0,5.94,2020-08-29 18:50:16.0,5.76,2020-08-29 18:50:16.0,12.28,2020-08-29 18:50:16.0,15.47,2020-08-29 18:50:16.0,17.36,2020-08-29 18:50:16.0,13.61
2020-08-29 22:20:24.0,5.93,2020-08-29 19:20:16.0,5.75,2020-08-29 19:20:16.0,12.27,2020-08-29 19:20:16.0,15.47,2020-08-29 19:20:16.0,17.24,2020-08-29 19:20:16.0,13.61
2020-08-29 22:50:32.0,5.94,2020-08-29 19:50:24.0,5.74,2020-08-29 19:50:24.0,12.26,2020-08-29 19:50:24.0,15.47,2020-08-29 19:50:24.0,17.26,2020-08-29 19:50:24.0,13.6
2020-08-29 23:20:32.0,5.93,2020-08-29 20:20:24.0,5.73,2020-08-29 20:20:24.0,12.25,2020-08-29 20:20:24.0,15.46,2020-08-29 20:20:24.0,17.31,2020-08-29 20:20:24.0,13.6
2020-08-29 23:50:32.0,5.93,2020-08-29 20:50:24.0,5.72,2020-08-29 20:50:24.0,12.24,2020-08-29 20:50:24.0,15.45,2020-08-29 20:50:24.0,17.31,2020-08-29 20:50:24.0,13.59
2020-08-30 00:20:32.0,6,2020-08-29 21:20:24.0,5.71,2020-08-29 21:20:24.0,12.24,2020-08-29 21:20:24.0,15.45,2020-08-29 21:20:24.0,17.3,2020-08-29 21:20:24.0,13.59
2020-08-30 00:50:32.0,6.01,2020-08-29 21:50:24.0,5.7,2020-08-29 21:50:24.0,12.23,2020-08-29 21:50:24.0,15.44,2020-08-29 21:50:24.0,17.3,2020-08-29 21:50:24.0,13.59
2020-08-30 01:20:32.0,6.02,2020-08-29 22:20:24.0,5.7,2020-08-29 22:20:24.0,12.23,2020-08-29 22:20:24.0,15.43,2020-08-29 22:20:24.0,17.3,2020-08-29 22:20:24.0,13.59
2020-08-30 01:50:40.0,6.03,2020-08-29 22:50:32.0,5.69,2020-08-29 22:50:32.0,12.21,2020-08-29 22:50:32.0,15.43,2020-08-29 22:50:32.0,17.3,2020-08-29 22:50:32.0,13.59
2020-08-30 02:20:40.0,6.04,2020-08-29 23:20:32.0,5.69,2020-08-29 23:20:32.0,12.21,2020-08-29 23:20:32.0,15.42,2020-08-29 23:20:32.0,17.3,2020-08-29 23:20:32.0,13.59
2020-08-30 02:50:40.0,6.05,2020-08-29 23:50:32.0,5.69,2020-08-29 23:50:32.0,12.2,2020-08-29 23:50:32.0,15.42,2020-08-29 23:50:32.0,17.3,2020-08-29 23:50:32.0,13.59
2020-08-30 03:20:40.0,6.05,2020-08-30 00:20:32.0,5.67,2020-08-30 00:20:32.0,12.17,2020-08-30 00:20:32.0,15.39,2020-08-30 00:20:32.0,17.32,2020-08-30 00:20:32.0,13.67
2020-08-30 03:50:40.0,6.05,2020-08-30 00:50:32.0,5.67,2020-08-30 00:50:32.0,12.17,2020-08-30 00:50:32.0,15.39,2020-08-30 00:50:32.0,17.33,2020-08-30 00:50:32.0,13.67
2020-08-30 04:20:40.0,6.06,2020-08-30 01:20:32.0,5.67,2020-08-30 01:20:32.0,12.17,2020-08-30 01:20:32.0,15.38,2020-08-30 01:20:32.0,17.33,2020-08-30 01:20:32.0,13.66
2020-08-30 04:50:50.0,6.06,2020-08-30 01:50:40.0,5.67,2020-08-30 01:50:40.0,12.16,2020-08-30 01:50:40.0,15.38,2020-08-30 01:50:40.0,17.33,2020-08-30 01:50:40.0,13.66
2020-08-30 05:20:50.0,6.07,2020-08-30 02:20:40.0,5.68,2020-08-30 02:20:40.0,12.16,2020-08-30 02:20:40.0,15.38,2020-08-30 02:20:40.0,17.33,2020-08-30 02:20:40.0,13.66
2020-08-30 05:50:50.0,6.07,2020-08-30 02:50:40.0,5.68,2020-08-30 02:50:40.0,12.15,2020-08-30 02:50:40.0,15.38,2020-08-30 02:50:40.0,17.33,2020-08-30 02:50:40.0,13.66
2020-08-30 06:20:50.0,6.08,2020-08-30 03:20:40.0,5.69,2020-08-30 03:20:40.0,12.15,2020-08-30 03:20:40.0,15.37,2020-08-30 03:20:40.0,17.33,2020-08-30 03:20:40.0,13.66
2020-08-30 06:50:50.0,6.09,2020-08-30 03:50:40.0,5.69,2020-08-30 03:50:40.0,12.15,2020-08-30 03:50:40.0,15.37,2020-08-30 03:50:40.0,17.33,2020-08-30 03:50:40.0,13.66
2020-08-30 07:20:50.0,6.1,2020-08-30 04:20:40.0,5.7,2020-08-30 04:20:40.0,12.15,2020-08-30 04:20:40.0,15.37,2020-08-30 04:20:40.0,17.34,2020-08-30 04:20:40.0,13.66
2020-08-30 07:51:00.0,6.1,2020-08-30 04:50:50.0,5.71,2020-08-30 04:50:50.0,12.14,2020-08-30 04:50:50.0,15.38,2020-08-30 04:50:50.0,17.34,2020-08-30 04:50:50.0,13.66
2020-08-30 08:21:00.0,6.1,2020-08-30 05:20:50.0,5.72,2020-08-30 05:20:50.0,12.14,2020-08-30 05:20:50.0,15.37,2020-08-30 05:20:50.0,17.34,2020-08-30 05:20:50.0,13.66
2020-08-30 08:51:00.0,6.1,2020-08-30 05:50:50.0,5.73,2020-08-30 05:50:50.0,12.15,2020-08-30 05:50:50.0,15.37,2020-08-30 05:50:50.0,17.34,2020-08-30 05:50:50.0,13.65
2020-08-30 09:21:00.0,6.1,2020-08-30 06:20:50.0,5.74,2020-08-30 06:20:50.0,12.15,2020-08-30 06:20:50.0,15.37,2020-08-30 06:20:50.0,17.36,2020-08-30 06:20:50.0,13.65
2020-08-30 09:51:00.0,6.11,2020-08-30 06:50:50.0,5.75,2020-08-30 06:50:50.0,12.14,2020-08-30 06:50:50.0,15.37,2020-08-30 06:50:50.0,17.36,2020-08-30 06:50:50.0,13.65
2020-08-30 10:21:00.0,6.11,2020-08-30 07:20:50.0,5.76,2020-08-30 07:20:50.0,12.15,2020-08-30 07:20:50.0,15.37,2020-08-30 07:20:50.0,17.37,2020-08-30 07:20:50.0,13.65
2020-08-30 10:51:10.0,6.11,2020-08-30 07:51:00.0,5.77,2020-08-30 07:51:00.0,12.15,2020-08-30 07:51:00.0,15.37,2020-08-30 07:51:00.0,17.37,2020-08-30 07:51:00.0,13.65
2020-08-30 11:21:10.0,6.11,2020-08-30 08:21:00.0,5.79,2020-08-30 08:21:00.0,12.15,2020-08-30 08:21:00.0,15.38,2020-08-30 08:21:00.0,17.29,2020-08-30 08:21:00.0,13.65
2020-08-30 11:51:10.0,6.11,2020-08-30 08:51:00.0,5.8,2020-08-30 08:51:00.0,12.15,2020-08-30 08:51:00.0,15.38,2020-08-30 08:51:00.0,17.2,2020-08-30 08:51:00.0,13.65
2020-08-30 12:21:10.0,6.12,2020-08-30 09:21:00.0,5.81,2020-08-30 09:21:00.0,12.16,2020-08-30 09:21:00.0,15.38,2020-08-30 09:21:00.0,17.19,2020-08-30 09:21:00.0,13.65
2020-08-30 12:51:10.0,6.12,2020-08-30 09:51:00.0,5.83,2020-08-30 09:51:00.0,12.16,2020-08-30 09:51:00.0,15.38,2020-08-30 09:51:00.0,17.18,2020-08-30 09:51:00.0,13.65
2020-08-30 13:21:10.0,6.12,2020-08-30 10:21:00.0,5.83,2020-08-30 10:21:00.0,12.17,2020-08-30 10:21:00.0,15.38,2020-08-30 10:21:00.0,17.26,2020-08-30 10:21:00.0,13.65
2020-08-30 13:51:22.0,6.11,2020-08-30 10:51:10.0,5.84,2020-08-30 10:51:10.0,12.17,2020-08-30 10:51:10.0,15.38,2020-08-30 10:51:10.0,17.33,2020-08-30 10:51:10.0,13.64
2020-08-30 14:21:22.0,6.1,2020-08-30 11:21:10.0,5.85,2020-08-30 11:21:10.0,12.18,2020-08-30 11:21:10.0,15.39,2020-08-30 11:21:10.0,17.19,2020-08-30 11:21:10.0,13.64
2020-08-30 14:51:22.0,6.09,2020-08-30 11:51:10.0,5.85,2020-08-30 11:51:10.0,12.18,2020-08-30 11:51:10.0,15.39,2020-08-30 11:51:10.0,17.2,2020-08-30 11:51:10.0,13.64
2020-08-30 15:21:22.0,6.09,2020-08-30 12:21:10.0,5.85,2020-08-30 12:21:10.0,12.19,2020-08-30 12:21:10.0,15.4,2020-08-30 12:21:10.0,17.36,2020-08-30 12:21:10.0,13.64
2020-08-30 15:51:22.0,6.08,2020-08-30 12:51:10.0,5.85,2020-08-30 12:51:10.0,12.19,2020-08-30 12:51:10.0,15.4,2020-08-30 12:51:10.0,17.23,2020-08-30 12:51:10.0,13.63
2020-08-30 16:21:22.0,6.07,2020-08-30 13:21:10.0,5.85,2020-08-30 13:21:10.0,12.2,2020-08-30 13:21:10.0,15.41,2020-08-30 13:21:10.0,17.34,2020-08-30 13:21:10.0,13.63
2020-08-30 16:51:30.0,6.05,2020-08-30 13:51:22.0,5.85,2020-08-30 13:51:22.0,12.2,2020-08-30 13:51:22.0,15.41,2020-08-30 13:51:22.0,17.1,2020-08-30 13:51:22.0,13.62
2020-08-30 17:21:30.0,6.04,2020-08-30 14:21:22.0,5.85,2020-08-30 14:21:22.0,12.21,2020-08-30 14:21:22.0,15.42,2020-08-30 14:21:22.0,17.17,2020-08-30 14:21:22.0,13.61
2020-08-30 17:51:30.0,6.02,2020-08-30 14:51:22.0,5.84,2020-08-30 14:51:22.0,12.21,2020-08-30 14:51:22.0,15.42,2020-08-30 14:51:22.0,17.29,2020-08-30 14:51:22.0,13.61
2020-08-30 18:21:30.0,6.01,2020-08-30 15:21:22.0,5.84,2020-08-30 15:21:22.0,12.21,2020-08-30 15:21:22.0,15.42,2020-08-30 15:21:22.0,17.3,2020-08-30 15:21:22.0,13.6
2020-08-30 18:51:30.0,6,2020-08-30 15:51:22.0,5.84,2020-08-30 15:51:22.0,12.21,2020-08-30 15:51:22.0,15.42,2020-08-30 15:51:22.0,17.12,2020-08-30 15:51:22.0,13.6
2020-08-30 19:21:30.0,5.99,2020-08-30 16:21:22.0,5.83,2020-08-30 16:21:22.0,12.21,2020-08-30 16:21:22.0,15.43,2020-08-30 16:21:22.0,17.1,2020-08-30 16:21:22.0,13.6
2020-08-30 19:51:30.0,5.98,2020-08-30 16:51:30.0,5.82,2020-08-30 16:51:30.0,12.21,2020-08-30 16:51:30.0,15.43,2020-08-30 16:51:30.0,17.32,2020-08-30 16:51:30.0,13.6
2020-08-30 20:21:42.0,5.97,2020-08-30 17:21:30.0,5.81,2020-08-30 17:21:30.0,12.21,2020-08-30 17:21:30.0,15.43,2020-08-30 17:21:30.0,17.32,2020-08-30 17:21:30.0,13.59
2020-08-30 20:51:42.0,5.96,2020-08-30 17:51:30.0,5.8,2020-08-30 17:51:30.0,12.21,2020-08-30 17:51:30.0,15.42,2020-08-30 17:51:30.0,17.32,2020-08-30 17:51:30.0,13.59
2020-08-30 21:21:42.0,5.96,2020-08-30 18:21:30.0,5.79,2020-08-30 18:21:30.0,12.21,2020-08-30 18:21:30.0,15.43,2020-08-30 18:21:30.0,17.3,2020-08-30 18:21:30.0,13.59
2020-08-30 21:51:42.0,5.96,2020-08-30 18:51:30.0,5.78,2020-08-30 18:51:30.0,12.21,2020-08-30 18:51:30.0,15.42,2020-08-30 18:51:30.0,17.24,2020-08-30 18:51:30.0,13.58
2020-08-30 22:21:42.0,5.96,2020-08-30 19:21:30.0,5.77,2020-08-30 19:21:30.0,12.21,2020-08-30 19:21:30.0,15.42,2020-08-30 19:21:30.0,17.12,2020-08-30 19:21:30.0,13.58
2020-08-30 22:51:42.0,5.96,2020-08-30 19:51:30.0,5.77,2020-08-30 19:51:30.0,12.2,2020-08-30 19:51:30.0,15.42,2020-08-30 19:51:30.0,17.16,2020-08-30 19:51:30.0,13.57
2020-08-30 23:21:52.0,5.96,2020-08-30 20:21:42.0,5.77,2020-08-30 20:21:42.0,12.2,2020-08-30 20:21:42.0,15.41,2020-08-30 20:21:42.0,17.2,2020-08-30 20:21:42.0,13.57
2020-08-30 23:51:52.0,5.96,2020-08-30 20:51:42.0,5.77,2020-08-30 20:51:42.0,12.19,2020-08-30 20:51:42.0,15.4,2020-08-30 20:51:42.0,17.19,2020-08-30 20:51:42.0,13.57
2020-08-31 00:21:52.0,5.97,2020-08-30 21:21:42.0,5.76,2020-08-30 21:21:42.0,12.19,2020-08-30 21:21:42.0,15.4,2020-08-30 21:21:42.0,17.19,2020-08-30 21:21:42.0,13.57
2020-08-31 00:51:52.0,5.97,2020-08-30 21:51:42.0,5.76,2020-08-30 21:51:42.0,12.19,2020-08-30 21:51:42.0,15.4,2020-08-30 21:51:42.0,17.19,2020-08-30 21:51:42.0,13.57
